"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PATAZ (000)",65802,11371,1255,33953,12860,1599,2583,574,1607
"Hombres (001)",35134,3736,606,18367,8090,1039,1782,395,1119
"Mujeres (002)",30668,7635,649,15586,4770,560,801,179,488
"PEA (003)",23766,3163,29,10384,5330,918,2153,392,1397
"Hombres (004)",20164,2422,21,9235,4700,776,1643,314,1053
"Mujeres (005)",3602,741,8,1149,630,142,510,78,344
"Ocupada (006)",22552,3006,28,9754,5012,879,2115,384,1374
"Hombres (007)",19156,2295,20,8716,4428,745,1608,307,1037
"Mujeres (008)",3396,711,8,1038,584,134,507,77,337
"Desocupada (009)",1214,157,1,630,318,39,38,8,23
"Hombres (010)",1008,127,1,519,272,31,35,7,16
"Mujeres (011)",206,30,,111,46,8,3,1,7
"No PEA (012)",42036,8208,1226,23569,7530,681,430,182,210
"Hombres (013)",14970,1314,585,9132,3390,263,139,81,66
"Mujeres (014)",27066,6894,641,14437,4140,418,291,101,144
,,,,,,,,,
"URBANA (018)",17726,1614,282,7259,4876,951,1412,333,999
"Hombres (019)",9422,480,134,3654,2879,555,854,199,667
"Mujeres (020)",8304,1134,148,3605,1997,396,558,134,332
"PEA (021)",7346,451,10,2075,2135,491,1124,203,857
"Hombres (022)",5532,277,4,1592,1728,393,770,146,622
"Mujeres (023)",1814,174,6,483,407,98,354,57,235
"Ocupada (024)",7062,433,10,1990,2031,463,1099,199,837
"Hombres (025)",5299,262,4,1520,1643,370,748,143,609
"Mujeres (026)",1763,171,6,470,388,93,351,56,228
"Desocupada (027)",284,18,,85,104,28,25,4,20
"Hombres (028)",233,15,,72,85,23,22,3,13
"Mujeres (029)",51,3,,13,19,5,3,1,7
"No PEA (030)",10380,1163,272,5184,2741,460,288,130,142
"Hombres (031)",3890,203,130,2062,1151,162,84,53,45
"Mujeres (032)",6490,960,142,3122,1590,298,204,77,97
,,,,,,,,,
"RURAL (036)",48076,9757,973,26694,7984,648,1171,241,608
"Hombres (037)",25712,3256,472,14713,5211,484,928,196,452
"Mujeres (038)",22364,6501,501,11981,2773,164,243,45,156
"PEA (039)",16420,2712,19,8309,3195,427,1029,189,540
"Hombres (040)",14632,2145,17,7643,2972,383,873,168,431
"Mujeres (041)",1788,567,2,666,223,44,156,21,109
"Ocupada (042)",15490,2573,18,7764,2981,416,1016,185,537
"Hombres (043)",13857,2033,16,7196,2785,375,860,164,428
"Mujeres (044)",1633,540,2,568,196,41,156,21,109
"Desocupada (045)",930,139,1,545,214,11,13,4,3
"Hombres (046)",775,112,1,447,187,8,13,4,3
"Mujeres (047)",155,27,,98,27,3,,,
"No PEA (048)",31656,7045,954,18385,4789,221,142,52,68
"Hombres (049)",11080,1111,455,7070,2239,101,55,28,21
"Mujeres (050)",20576,5934,499,11315,2550,120,87,24,47
