"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia TAHUAMANU",,,,,,,,,
"Hogares (001)",2693,91,40,27,20,11,14,13,2477
"Ocupantes presentes (002)",9086,281,124,92,84,43,50,38,8374
"Casa independiente",,,,,,,,,
"Hogares (004)",1922,77,28,23,16,10,12,9,1747
"Ocupantes presentes (005)",7194,257,90,77,67,40,48,29,6586
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",29,,,1,,,,2,26
"Ocupantes presentes (011)",63,,,3,,,,2,58
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",332,7,5,3,2,,2,1,312
"Ocupantes presentes (014)",829,11,14,12,9,,2,1,780
"Choza o cabaña",,,,,,,,,
"Hogares (016)",390,6,6,,,1,,,377
"Ocupantes presentes (017)",946,9,18,,,3,,,916
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",12,1,1,,2,,,,8
"Ocupantes presentes (020)",36,4,2,,8,,,,22
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",7,,,,,,,1,6
"Ocupantes presentes (023)",14,,,,,,,6,8
"Otro tipo",,,,,,,,,
"Hogares (025)",1,,,,,,,,1
"Ocupantes presentes (026)",4,,,,,,,,4
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",1844,70,30,20,17,9,11,13,1674
"Ocupantes presentes (029)",6423,225,92,57,70,36,41,38,5864
"Casa independiente",,,,,,,,,
"Hogares (031)",1463,62,24,16,13,9,9,9,1321
"Ocupantes presentes (032)",5477,210,76,42,53,36,39,29,4992
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",29,,,1,,,,2,26
"Ocupantes presentes (038)",63,,,3,,,,2,58
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",332,7,5,3,2,,2,1,312
"Ocupantes presentes (041)",829,11,14,12,9,,2,1,780
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",12,1,1,,2,,,,8
"Ocupantes presentes (047)",36,4,2,,8,,,,22
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",7,,,,,,,1,6
"Ocupantes presentes (050)",14,,,,,,,6,8
"Otro tipo",,,,,,,,,
"Hogares (052)",1,,,,,,,,1
"Ocupantes presentes (053)",4,,,,,,,,4
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",849,21,10,7,3,2,3,,803
"Ocupantes presentes (056)",2663,56,32,35,14,7,9,,2510
"Casa independiente",,,,,,,,,
"Hogares (058)",459,15,4,7,3,1,3,,426
"Ocupantes presentes (059)",1717,47,14,35,14,4,9,,1594
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",390,6,6,,,1,,,377
"Ocupantes presentes (071)",946,9,18,,,3,,,916
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
