"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SAN MIGUEL (000)",14924,182,4281,5051,3787,1623
"Agric., ganadería, caza y silvicultura (001)",10975,146,3256,3379,2781,1413
"Pesca (002)",2,,,1,1,
"Explotación de minas y canteras (003)",21,1,10,7,3,
"Industrias manufactureras (004)",477,6,137,149,138,47
"Suministro de electricidad, gas y agua (005)",10,,3,4,3,
"Construcción (006)",298,,101,119,67,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",610,8,154,232,165,51
"Venta, mant.y rep. veh.autom.y motoc. (008)",18,,7,11,,
"Comercio al por mayor (009)",45,,10,13,18,4
"Comercio al por menor (010)",547,8,137,208,147,47
"Hoteles y restaurantes (011)",175,9,47,71,38,10
"Trans., almac. y comunicaciones (012)",215,2,84,87,36,6
"Intermediación financiera (013)",3,,,3,,
"Activid.inmobil., empres. y alquileres (014)",51,,16,24,11,
"Admin.pub. y defensa; p. segur.soc.afil (015)",299,,65,146,79,9
"Enseñanza (016)",887,,111,509,263,4
"Servicios sociales y de salud (017)",132,,29,78,22,3
"Otras activ. serv.comun.soc y personales (018)",87,,30,41,12,4
"Hogares privados con servicio doméstico (019)",284,9,117,86,59,13
"Actividad economica no especificada (021)",398,1,121,115,109,52
"Hombres (022)",12483,130,3585,4141,3157,1470
"Agric., ganadería, caza y silvicultura (023)",10213,115,3033,3159,2564,1342
"Pesca (024)",2,,,1,1,
"Explotación de minas y canteras (025)",21,1,10,7,3,
"Industrias manufactureras (026)",268,2,71,81,82,32
"Suministro de electricidad, gas y agua (027)",10,,3,4,3,
"Construcción (028)",296,,99,119,67,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",381,8,92,141,105,35
"Venta, mant.y rep. veh.autom.y motoc. (030)",17,,7,10,,
"Comercio al por mayor (031)",32,,8,8,13,3
"Comercio al por menor (032)",332,8,77,123,92,32
"Hoteles y restaurantes (033)",32,2,10,13,6,1
"Trans., almac. y comunicaciones (034)",203,1,80,83,33,6
"Intermediación financiera (035)",3,,,3,,
"Activid.inmobil., empres. y alquileres (036)",37,,10,17,10,
"Admin.pub. y defensa; p. segur.soc.afil (037)",250,,49,125,67,9
"Enseñanza (038)",476,,52,275,146,3
"Servicios sociales y de salud (039)",61,,9,33,16,3
"Otras activ. serv.comun.soc y personales (040)",55,,19,28,6,2
"Hogares privados con servicio doméstico (041)",16,,7,5,2,2
