"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia YAULI (000)",46980,1993,10429,8454,8716,7572,5149,2571,2096
"Quechua (001)",1826,7,46,218,339,305,285,248,378
"Aymara (002)",21,1,2,1,6,4,1,4,2
"Ashaninca (003)",4,,,1,1,,,2,
"Otra lengua nativa (004)",37,3,7,6,7,8,3,1,2
"Castellano (005)",45050,1978,10363,8220,8361,7250,4854,2314,1710
"Idioma extranjero (006)",6,,,,1,1,2,,2
"Es sordomudo/a (007)",36,4,11,8,1,4,4,2,2
"Hombres (009)",24943,1042,5284,4291,4784,4147,2902,1479,1014
"Quechua (010)",1015,3,30,112,220,195,172,134,149
"Aymara (011)",14,1,1,1,5,2,,3,1
"Ashaninca (012)",4,,,1,1,,,2,
"Otra lengua nativa (013)",21,1,4,4,6,4,1,1,
"Castellano (014)",23863,1036,5242,4169,4550,3942,2726,1337,861
"Idioma extranjero (015)",5,,,,1,1,2,,1
"Es sordomudo/a (016)",21,1,7,4,1,3,1,2,2
"Mujeres (018)",22037,951,5145,4163,3932,3425,2247,1092,1082
"Quechua (019)",811,4,16,106,119,110,113,114,229
"Aymara (020)",7,,1,,1,2,1,1,1
"Otra lengua nativa (022)",16,2,3,2,1,4,2,,2
"Castellano (023)",21187,942,5121,4051,3811,3308,2128,977,849
"Idioma extranjero (024)",1,,,,,,,,1
"Es sordomudo/a (025)",15,3,4,4,,1,3,,
,,,,,,,,,
"URBANA (027)",41303,1755,9394,7453,7535,6765,4516,2176,1709
"Quechua (028)",1636,5,42,193,298,274,257,226,341
"Aymara (029)",20,1,2,,6,4,1,4,2
"Ashaninca (030)",3,,,1,,,,2,
"Otra lengua nativa (031)",35,3,7,6,6,7,3,1,2
"Castellano (032)",39574,1743,9333,7248,7223,6475,4250,1941,1361
"Idioma extranjero (033)",6,,,,1,1,2,,2
"Es sordomudo/a (034)",29,3,10,5,1,4,3,2,1
"Hombres (036)",21633,927,4745,3733,3998,3631,2522,1252,825
"Quechua (037)",895,2,28,99,187,169,153,123,134
"Aymara (038)",13,1,1,,5,2,,3,1
"Ashaninca (039)",3,,,1,,,,2,
"Otra lengua nativa (040)",19,1,4,4,5,3,1,1,
"Castellano (041)",20680,922,4706,3625,3799,3453,2366,1121,688
"Idioma extranjero (042)",5,,,,1,1,2,,1
"Es sordomudo/a (043)",18,1,6,4,1,3,,2,1
"Mujeres (045)",19670,828,4649,3720,3537,3134,1994,924,884
"Quechua (046)",741,3,14,94,111,105,104,103,207
"Aymara (047)",7,,1,,1,2,1,1,1
"Otra lengua nativa (049)",16,2,3,2,1,4,2,,2
"Castellano (050)",18894,821,4627,3623,3424,3022,1884,820,673
"Idioma extranjero (051)",1,,,,,,,,1
"Es sordomudo/a (052)",11,2,4,1,,1,3,,
,,,,,,,,,
"RURAL (054)",5677,238,1035,1001,1181,807,633,395,387
"Quechua (055)",190,2,4,25,41,31,28,22,37
"Aymara (056)",1,,,1,,,,,
"Ashaninca (057)",1,,,,1,,,,
"Otra lengua nativa (058)",2,,,,1,1,,,
"Castellano (059)",5476,235,1030,972,1138,775,604,373,349
"Es sordomudo/a (061)",7,1,1,3,,,1,,1
"Hombres (063)",3310,115,539,558,786,516,380,227,189
"Quechua (064)",120,1,2,13,33,26,19,11,15
"Aymara (065)",1,,,1,,,,,
"Ashaninca (066)",1,,,,1,,,,
"Otra lengua nativa (067)",2,,,,1,1,,,
"Castellano (068)",3183,114,536,544,751,489,360,216,173
"Es sordomudo/a (070)",3,,1,,,,1,,1
"Mujeres (072)",2367,123,496,443,395,291,253,168,198
"Quechua (073)",70,1,2,12,8,5,9,11,22
"Castellano (077)",2293,121,494,428,387,286,244,157,176
"Es sordomudo/a (079)",4,1,,3,,,,,
