"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia AIJA (000)",5760,874,914,973,858,740,1401
"Conviviente (001)",1496,8,272,500,328,203,185
"Separado(a) (002)",167,2,16,38,31,25,55
"Casado(a) (003)",1787,2,27,198,373,416,771
"Viudo(a) (004)",354,,1,5,14,35,299
"Divorciado(a) (005)",8,,,1,1,,6
"Soltero(a) (006)",1948,862,598,231,111,61,85
"Hombres (008)",2856,447,458,498,425,361,667
"Conviviente (009)",737,4,89,268,169,102,105
"Separado(a) (010)",52,,2,9,15,7,19
"Casado(a) (011)",889,1,7,87,167,204,423
"Viudo(a) (012)",95,,,1,6,10,78
"Divorciado(a) (013)",2,,,,,,2
"Soltero(a) (014)",1081,442,360,133,68,38,40
"Mujeres (016)",2904,427,456,475,433,379,734
"Conviviente (017)",759,4,183,232,159,101,80
"Separado(a) (018)",115,2,14,29,16,18,36
"Casado(a) (019)",898,1,20,111,206,212,348
"Viudo(a) (020)",259,,1,4,8,25,221
"Divorciado(a) (021)",6,,,1,1,,4
"Soltero(a) (022)",867,420,238,98,43,23,45
,,,,,,,
"URBANA (024)",1907,251,257,320,290,259,530
"Conviviente (025)",481,1,56,155,110,83,76
"Separado(a) (026)",58,,6,12,13,10,17
"Casado(a) (027)",617,,10,65,123,136,283
"Viudo(a) (028)",123,,,2,4,7,110
"Divorciado(a) (029)",2,,,,,,2
"Soltero(a) (030)",626,250,185,86,40,23,42
"Hombres (032)",934,126,127,152,144,120,265
"Conviviente (033)",237,1,19,76,56,38,47
"Separado(a) (034)",21,,1,3,5,3,9
"Casado(a) (035)",310,,1,25,58,67,159
"Viudo(a) (036)",30,,,,1,1,28
"Divorciado(a) (037)",1,,,,,,1
"Soltero(a) (038)",335,125,106,48,24,11,21
"Mujeres (040)",973,125,130,168,146,139,265
"Conviviente (041)",244,,37,79,54,45,29
"Separado(a) (042)",37,,5,9,8,7,8
"Casado(a) (043)",307,,9,40,65,69,124
"Viudo(a) (044)",93,,,2,3,6,82
"Divorciado(a) (045)",1,,,,,,1
"Soltero(a) (046)",291,125,79,38,16,12,21
,,,,,,,
"RURAL (048)",3853,623,657,653,568,481,871
"Conviviente (049)",1015,7,216,345,218,120,109
"Separado(a) (050)",109,2,10,26,18,15,38
"Casado(a) (051)",1170,2,17,133,250,280,488
"Viudo(a) (052)",231,,1,3,10,28,189
"Divorciado(a) (053)",6,,,1,1,,4
"Soltero(a) (054)",1322,612,413,145,71,38,43
"Hombres (056)",1922,321,331,346,281,241,402
"Conviviente (057)",500,3,70,192,113,64,58
"Separado(a) (058)",31,,1,6,10,4,10
"Casado(a) (059)",579,1,6,62,109,137,264
"Viudo(a) (060)",65,,,1,5,9,50
"Divorciado(a) (061)",1,,,,,,1
"Soltero(a) (062)",746,317,254,85,44,27,19
"Mujeres (064)",1931,302,326,307,287,240,469
"Conviviente (065)",515,4,146,153,105,56,51
"Separado(a) (066)",78,2,9,20,8,11,28
"Casado(a) (067)",591,1,11,71,141,143,224
"Viudo(a) (068)",166,,1,2,5,19,139
"Divorciado(a) (069)",5,,,1,1,,3
"Soltero(a) (070)",576,295,159,60,27,11,24
