"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CHINCHEROS (000)",36090,7332,5937,6099,5615,3927,7180
"Conviviente (001)",5931,131,1576,2366,1098,410,350
"Separado(a) (002)",859,9,156,181,190,123,200
"Casado(a) (003)",14573,18,439,2485,3861,3024,4746
"Viudo(a) (004)",1949,1,7,37,101,209,1594
"Divorciado(a) (005)",107,,6,8,24,22,47
"Soltero(a) (006)",12671,7173,3753,1022,341,139,243
"Hombres (008)",17822,3772,2994,2890,2772,1931,3463
"Conviviente (009)",2836,47,556,1188,615,231,199
"Separado(a) (010)",196,1,13,23,47,37,75
"Casado(a) (011)",7226,7,112,1054,1885,1526,2642
"Viudo(a) (012)",510,,2,9,15,50,434
"Divorciado(a) (013)",47,,1,1,8,13,24
"Soltero(a) (014)",7007,3717,2310,615,202,74,89
"Mujeres (016)",18268,3560,2943,3209,2843,1996,3717
"Conviviente (017)",3095,84,1020,1178,483,179,151
"Separado(a) (018)",663,8,143,158,143,86,125
"Casado(a) (019)",7347,11,327,1431,1976,1498,2104
"Viudo(a) (020)",1439,1,5,28,86,159,1160
"Divorciado(a) (021)",60,,5,7,16,9,23
"Soltero(a) (022)",5664,3456,1443,407,139,65,154
,,,,,,,
"URBANA (024)",11760,2353,1787,2289,2104,1332,1895
"Conviviente (025)",2172,40,450,934,479,159,110
"Separado(a) (026)",310,5,44,63,87,39,72
"Casado(a) (027)",4531,5,93,838,1368,1014,1213
"Viudo(a) (028)",516,1,1,10,26,64,414
"Divorciado(a) (029)",41,,1,2,10,10,18
"Soltero(a) (030)",4190,2302,1198,442,134,46,68
"Hombres (032)",5801,1195,872,1048,1081,677,928
"Conviviente (033)",1048,22,135,460,273,93,65
"Separado(a) (034)",75,,2,9,22,14,28
"Casado(a) (035)",2252,1,20,322,689,529,691
"Viudo(a) (036)",124,,1,2,3,13,105
"Divorciado(a) (037)",18,,,,4,4,10
"Soltero(a) (038)",2284,1172,714,255,90,24,29
"Mujeres (040)",5959,1158,915,1241,1023,655,967
"Conviviente (041)",1124,18,315,474,206,66,45
"Separado(a) (042)",235,5,42,54,65,25,44
"Casado(a) (043)",2279,4,73,516,679,485,522
"Viudo(a) (044)",392,1,,8,23,51,309
"Divorciado(a) (045)",23,,1,2,6,6,8
"Soltero(a) (046)",1906,1130,484,187,44,22,39
,,,,,,,
"RURAL (048)",24330,4979,4150,3810,3511,2595,5285
"Conviviente (049)",3759,91,1126,1432,619,251,240
"Separado(a) (050)",549,4,112,118,103,84,128
"Casado(a) (051)",10042,13,346,1647,2493,2010,3533
"Viudo(a) (052)",1433,,6,27,75,145,1180
"Divorciado(a) (053)",66,,5,6,14,12,29
"Soltero(a) (054)",8481,4871,2555,580,207,93,175
"Hombres (056)",12021,2577,2122,1842,1691,1254,2535
"Conviviente (057)",1788,25,421,728,342,138,134
"Separado(a) (058)",121,1,11,14,25,23,47
"Casado(a) (059)",4974,6,92,732,1196,997,1951
"Viudo(a) (060)",386,,1,7,12,37,329
"Divorciado(a) (061)",29,,1,1,4,9,14
"Soltero(a) (062)",4723,2545,1596,360,112,50,60
"Mujeres (064)",12309,2402,2028,1968,1820,1341,2750
"Conviviente (065)",1971,66,705,704,277,113,106
"Separado(a) (066)",428,3,101,104,78,61,81
"Casado(a) (067)",5068,7,254,915,1297,1013,1582
"Viudo(a) (068)",1047,,5,20,63,108,851
"Divorciado(a) (069)",37,,4,5,10,3,15
"Soltero(a) (070)",3758,2326,959,220,95,43,115
