"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia OXAPAMPA (000)",590,45,322,139,66,18
"Sin nivel (001)",17,6,3,4,3,1
"Educación inicial (002)",2,,1,1,,
"Primaria (003)",198,37,69,44,36,12
"Secundaria (004)",263,2,180,63,14,4
"Superior no univ. incompleta (005)",24,,20,3,1,
"Superior no univ. completa (006)",32,,18,10,4,
"Superior univ. incompleta (007)",16,,13,1,2,
"Superior univ. completa (008)",38,,18,13,6,1
"Hombres (010)",425,29,212,108,59,17
"Sin nivel (011)",11,4,3,2,2,
"Educación inicial (012)",1,,1,,,
"Primaria (013)",155,24,48,39,32,12
"Secundaria (014)",196,1,126,52,13,4
"Superior no univ. incompleta (015)",13,,12,1,,
"Superior no univ. completa (016)",18,,10,4,4,
"Superior univ. incompleta (017)",10,,7,1,2,
"Superior univ. completa (018)",21,,5,9,6,1
"Mujeres (020)",165,16,110,31,7,1
"Sin nivel (021)",6,2,,2,1,1
"Educación inicial (022)",1,,,1,,
"Primaria (023)",43,13,21,5,4,
"Secundaria (024)",67,1,54,11,1,
"Superior no univ. incompleta (025)",11,,8,2,1,
"Superior no univ. completa (026)",14,,8,6,,
"Superior univ. incompleta (027)",6,,6,,,
"Superior univ. completa (028)",17,,13,4,,
,,,,,,
"Area Urbana (030)",316,4,173,88,43,8
"Sin nivel (031)",5,,2,1,2,
"Educación inicial (032)",2,,1,1,,
"Primaria (033)",73,3,25,20,19,6
"Secundaria (034)",148,1,95,41,9,2
"Superior no univ. incompleta (035)",17,,14,2,1,
"Superior no univ. completa (036)",28,,14,10,4,
"Superior univ. incompleta (037)",13,,10,1,2,
"Superior univ. completa (038)",30,,12,12,6,
"Hombres (040)",210,2,100,62,38,8
"Sin nivel (041)",3,,2,,1,
"Educación inicial (042)",1,,1,,,
"Primaria (043)",55,1,15,17,16,6
"Secundaria (044)",100,1,56,32,9,2
"Superior no univ. incompleta (045)",8,,8,,,
"Superior no univ. completa (046)",16,,8,4,4,
"Superior univ. incompleta (047)",9,,6,1,2,
"Superior univ. completa (048)",18,,4,8,6,
"Mujeres (050)",106,2,73,26,5,
"Sin nivel (051)",2,,,1,1,
"Educación inicial (052)",1,,,1,,
"Primaria (053)",18,2,10,3,3,
"Secundaria (054)",48,,39,9,,
"Superior no univ. incompleta (055)",9,,6,2,1,
"Superior no univ. completa (056)",12,,6,6,,
"Superior univ. incompleta (057)",4,,4,,,
"Superior univ. completa (058)",12,,8,4,,
,,,,,,
"Area Rural (060)",274,41,149,51,23,10
"Sin nivel (061)",12,6,1,3,1,1
"Primaria (063)",125,34,44,24,17,6
"Secundaria (064)",115,1,85,22,5,2
"Superior no univ. incompleta (065)",7,,6,1,,
"Superior no univ. completa (066)",4,,4,,,
"Superior univ. incompleta (067)",3,,3,,,
"Superior univ. completa (068)",8,,6,1,,1
"Hombres (070)",215,27,112,46,21,9
"Sin nivel (071)",8,4,1,2,1,
"Primaria (073)",100,23,33,22,16,6
"Secundaria (074)",96,,70,20,4,2
"Superior no univ. incompleta (075)",5,,4,1,,
"Superior no univ. completa (076)",2,,2,,,
"Superior univ. incompleta (077)",1,,1,,,
"Superior univ. completa (078)",3,,1,1,,1
"Mujeres (080)",59,14,37,5,2,1
"Sin nivel (081)",4,2,,1,,1
"Primaria (083)",25,11,11,2,1,
"Secundaria (084)",19,1,15,2,1,
"Superior no univ. incompleta (085)",2,,2,,,
"Superior no univ. completa (086)",2,,2,,,
"Superior univ. incompleta (087)",2,,2,,,
"Superior univ. completa (088)",5,,5,,,
