"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia SAN ROMAN",,,,,,,,,
"Viviendas particulares (001)",37628,4245,14836,10786,6277,417,51,14,1002
"Ocupantes presentes (002)",158302,18065,63110,45284,26172,1722,228,51,3670
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",31660,3800,12872,8816,4984,336,42,13,797
"Ocupantes presentes (005)",136289,16461,55738,38007,21353,1468,196,46,3020
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",675,71,252,158,57,3,1,,133
"Ocupantes presentes (008)",2429,271,964,562,207,7,1,,417
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",674,52,228,233,150,5,,,6
"Ocupantes presentes (011)",2708,205,907,952,593,29,,,22
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",4574,317,1468,1566,1078,73,8,1,63
"Ocupantes presentes (014)",16739,1121,5458,5715,3995,218,31,5,196
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,,,1,,,,,
"Ocupantes presentes (020)",5,,,5,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",44,5,16,12,8,,,,3
"Ocupantes presentes (023)",132,7,43,43,24,,,,15
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",37235,4243,14819,10783,6275,387,50,14,664
"Ocupantes presentes (029)",156959,18058,63051,45277,26163,1626,226,51,2507
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",31268,3798,12855,8813,4982,306,41,13,460
"Ocupantes presentes (032)",134951,16454,55679,38000,21344,1372,194,46,1862
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",675,71,252,158,57,3,1,,133
"Ocupantes presentes (035)",2429,271,964,562,207,7,1,,417
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",674,52,228,233,150,5,,,6
"Ocupantes presentes (038)",2708,205,907,952,593,29,,,22
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",4574,317,1468,1566,1078,73,8,1,63
"Ocupantes presentes (041)",16739,1121,5458,5715,3995,218,31,5,196
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,,,1,,,,,
"Ocupantes presentes (047)",5,,,5,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",43,5,16,12,8,,,,2
"Ocupantes presentes (050)",127,7,43,43,24,,,,10
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",393,2,17,3,2,30,1,,338
"Ocupantes presentes (056)",1343,7,59,7,9,96,2,,1163
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",392,2,17,3,2,30,1,,337
"Ocupantes presentes (059)",1338,7,59,7,9,96,2,,1158
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",5,,,,,,,,5
"Otro tipo",,,,,,,,,
