"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUARMEY (000)",26251,2365,716,8433,9606,1134,1363,991,1643
"Quechua (001)",1695,338,12,822,354,33,41,40,55
"Aymara (002)",10,1,,2,4,1,,,2
"Ashaninca (003)",2,1,,,,,,1,
"Otra lengua nativa (004)",7,,,4,3,,,,
"Castellano (005)",24521,2016,704,7602,9242,1100,1321,950,1586
"Idioma extranjero (006)",2,,,,1,,1,,
"Es sordomudo/a (007)",14,9,,3,2,,,,
"Hombres (009)",13651,1025,372,4212,5394,574,652,552,870
"Quechua (010)",845,90,7,390,243,24,27,30,34
"Aymara (011)",7,1,,,4,1,,,1
"Ashaninca (012)",1,1,,,,,,,
"Otra lengua nativa (013)",4,,,3,1,,,,
"Castellano (014)",12783,926,365,3817,5144,549,625,522,835
"Idioma extranjero (015)",1,,,,1,,,,
"Es sordomudo/a (016)",10,7,,2,1,,,,
"Mujeres (018)",12600,1340,344,4221,4212,560,711,439,773
"Quechua (019)",850,248,5,432,111,9,14,10,21
"Aymara (020)",3,,,2,,,,,1
"Ashaninca (021)",1,,,,,,,1,
"Otra lengua nativa (022)",3,,,1,2,,,,
"Castellano (023)",11738,1090,339,3785,4098,551,696,428,751
"Idioma extranjero (024)",1,,,,,,1,,
"Es sordomudo/a (025)",4,2,,1,1,,,,
,,,,,,,,,
"URBANA (027)",19947,1581,568,5654,7395,1031,1278,914,1526
"Quechua (028)",784,145,1,343,166,27,29,28,45
"Aymara (029)",7,1,,2,1,1,,,2
"Ashaninca (030)",2,1,,,,,,1,
"Otra lengua nativa (031)",4,,,1,3,,,,
"Castellano (032)",19139,1429,567,5305,7223,1003,1248,885,1479
"Idioma extranjero (033)",2,,,,1,,1,,
"Es sordomudo/a (034)",9,5,,3,1,,,,
"Hombres (036)",10166,673,299,2768,4002,518,605,497,804
"Quechua (037)",367,29,,155,101,19,19,18,26
"Aymara (038)",4,1,,,1,1,,,1
"Ashaninca (039)",1,1,,,,,,,
"Otra lengua nativa (040)",2,,,1,1,,,,
"Castellano (041)",9785,638,299,2610,3898,498,586,479,777
"Idioma extranjero (042)",1,,,,1,,,,
"Es sordomudo/a (043)",6,4,,2,,,,,
"Mujeres (045)",9781,908,269,2886,3393,513,673,417,722
"Quechua (046)",417,116,1,188,65,8,10,10,19
"Aymara (047)",3,,,2,,,,,1
"Ashaninca (048)",1,,,,,,,1,
"Otra lengua nativa (049)",2,,,,2,,,,
"Castellano (050)",9354,791,268,2695,3325,505,662,406,702
"Idioma extranjero (051)",1,,,,,,1,,
"Es sordomudo/a (052)",3,1,,1,1,,,,
,,,,,,,,,
"RURAL (054)",6304,784,148,2779,2211,103,85,77,117
"Quechua (055)",911,193,11,479,188,6,12,12,10
"Aymara (056)",3,,,,3,,,,
"Otra lengua nativa (058)",3,,,3,,,,,
"Castellano (059)",5382,587,137,2297,2019,97,73,65,107
"Es sordomudo/a (061)",5,4,,,1,,,,
"Hombres (063)",3485,352,73,1444,1392,56,47,55,66
"Quechua (064)",478,61,7,235,142,5,8,12,8
"Aymara (065)",3,,,,3,,,,
"Otra lengua nativa (067)",2,,,2,,,,,
"Castellano (068)",2998,288,66,1207,1246,51,39,43,58
"Es sordomudo/a (070)",4,3,,,1,,,,
"Mujeres (072)",2819,432,75,1335,819,47,38,22,51
"Quechua (073)",433,132,4,244,46,1,4,,2
"Otra lengua nativa (076)",1,,,1,,,,,
"Castellano (077)",2384,299,71,1090,773,46,34,22,49
"Es sordomudo/a (079)",1,1,,,,,,,
