"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUAROCHIRI (000)",26404,25386,7197,4064,3887,2825,3469,2057,1096,791,1018,66976
"De 12 a 14 años (001)",2173,2169,2157,9,3,,,,,,4,15
"De 15 a 19 años (002)",3153,3106,2721,326,49,10,,,,,47,454
"De 20 a 24 años (003)",3115,2791,1072,1111,478,104,25,1,,,324,2490
"De 25 a 29 años (004)",2757,2479,409,906,734,304,115,9,2,,278,3842
"De 30 a 34 años (005)",2632,2489,247,601,803,487,299,47,3,2,143,5286
"De 35 a 39 años (006)",2396,2322,136,360,610,549,513,126,25,3,74,6484
"De 40 a 44 años (007)",1945,1906,99,204,376,374,532,228,72,21,39,6716
"De 45 a 49 años (008)",1632,1602,71,129,257,304,426,262,112,41,30,6511
"De 50 y más años (009)",6601,6522,285,418,577,693,1559,1384,882,724,79,35178
"PEA (010)",10686,10135,2083,1887,1700,1276,1605,847,455,282,551,28609
"De 12 a 14 años (011)",110,110,108,2,,,,,,,,2
"De 15 a 19 años (012)",731,718,606,96,15,1,,,,,13,129
"De 20 a 24 años (013)",1336,1172,582,400,147,33,10,,,,164,834
"De 25 a 29 años (014)",1278,1108,272,413,256,117,45,4,1,,170,1502
"De 30 a 34 años (015)",1290,1205,178,348,342,191,120,24,1,1,85,2276
"De 35 a 39 años (016)",1297,1246,94,229,321,289,243,57,12,1,51,3262
"De 40 a 44 años (017)",1060,1040,61,123,233,190,278,112,33,10,20,3488
"De 45 a 49 años (018)",875,856,49,79,131,161,236,128,54,18,19,3334
"De 50 y más años (019)",2709,2680,133,197,255,294,673,522,354,252,29,13782
"Ocupada (020)",10379,9853,1946,1826,1670,1253,1586,840,453,279,526,28240
"De 12 a 14 años (021)",102,102,100,2,,,,,,,,2
