"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia JUNIN",,,,,,,,,
"Viviendas particulares (001)",8792,191,41,17,6,356,7809,166,206
"Ocupantes presentes (002)",29950,635,127,49,17,1129,26955,454,584
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",8289,167,40,17,6,331,7368,162,198
"Ocupantes presentes (005)",28475,547,126,49,17,1066,25677,442,551
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",26,23,,,,,,3,
"Ocupantes presentes (011)",97,86,,,,,,11,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",195,1,1,,,,189,1,3
"Ocupantes presentes (014)",725,2,1,,,,705,1,16
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",276,,,,,25,247,,4
"Ocupantes presentes (017)",642,,,,,63,565,,14
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",6,,,,,,5,,1
"Ocupantes presentes (023)",11,,,,,,8,,3
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",5879,133,36,5,4,30,5347,155,169
"Ocupantes presentes (029)",21080,466,107,18,10,95,19467,425,492
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",5654,109,35,5,4,30,5155,151,165
"Ocupantes presentes (032)",20249,378,106,18,10,95,18756,413,473
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",26,23,,,,,,3,
"Ocupantes presentes (038)",97,86,,,,,,11,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",195,1,1,,,,189,1,3
"Ocupantes presentes (041)",725,2,1,,,,705,1,16
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",4,,,,,,3,,1
"Ocupantes presentes (050)",9,,,,,,6,,3
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",2913,58,5,12,2,326,2462,11,37
"Ocupantes presentes (056)",8870,169,20,31,7,1034,7488,29,92
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",2635,58,5,12,2,301,2213,11,33
"Ocupantes presentes (059)",8226,169,20,31,7,971,6921,29,78
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",276,,,,,25,247,,4
"Ocupantes presentes (071)",642,,,,,63,565,,14
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,,,,,,2,,
"Ocupantes presentes (077)",2,,,,,,2,,
"Otro tipo",,,,,,,,,
