"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUACAYBAMBA (000)",232,78,154
"Sin nivel (001)",28,7,21
"Primaria (003)",116,40,76
"Secundaria (004)",77,28,49
"Superior no univ. incompleta (005)",5,2,3
"Superior no univ. completa (006)",5,,5
"Superior univ. incompleta (007)",1,1,
"De 14 a 29 años (010)",111,56,55
"Sin nivel (011)",9,4,5
"Primaria (013)",46,25,21
"Secundaria (014)",50,24,26
"Superior no univ. incompleta (015)",2,2,
"Superior no univ. completa (016)",3,,3
"Superior univ. incompleta (017)",1,1,
"De 30 a 44 años (020)",62,15,47
"Sin nivel (021)",2,,2
"Primaria (023)",36,13,23
"Secundaria (024)",21,2,19
"Superior no univ. incompleta (025)",2,,2
"Superior no univ. completa (026)",1,,1
"De 45 a 64 años (030)",41,7,34
"Sin nivel (031)",9,3,6
"Primaria (033)",24,2,22
"Secundaria (034)",6,2,4
"Superior no univ. incompleta (035)",1,,1
"Superior no univ. completa (036)",1,,1
"De 65 y más años (040)",18,,18
"Sin nivel (041)",8,,8
"Primaria (043)",10,,10
,,,
"AREA URBANA (050)",52,13,39
"Sin nivel (051)",3,1,2
"Primaria (053)",16,5,11
"Secundaria (054)",25,6,19
"Superior no univ. incompleta (055)",4,1,3
"Superior no univ. completa (056)",4,,4
"De 14 a 29 años (060)",20,6,14
"Sin nivel (061)",1,,1
"Primaria (063)",5,2,3
"Secundaria (064)",11,3,8
"Superior no univ. incompleta (065)",1,1,
"Superior no univ. completa (066)",2,,2
"De 30 a 44 años (070)",20,4,16
"Primaria (073)",8,3,5
"Secundaria (074)",9,1,8
"Superior no univ. incompleta (075)",2,,2
"Superior no univ. completa (076)",1,,1
"De 45 a 64 años (080)",11,3,8
"Sin nivel (081)",1,1,
"Primaria (083)",3,,3
"Secundaria (084)",5,2,3
"Superior no univ. incompleta (085)",1,,1
"Superior no univ. completa (086)",1,,1
"De 65 y más años (090)",1,,1
"Sin nivel (091)",1,,1
,,,
"AREA RURAL (100)",180,65,115
"Sin nivel (101)",25,6,19
"Primaria (103)",100,35,65
"Secundaria (104)",52,22,30
"Superior no univ. incompleta (105)",1,1,
"Superior no univ. completa (106)",1,,1
"Superior univ. incompleta (107)",1,1,
"De 14 a 29 años (110)",91,50,41
"Sin nivel (111)",8,4,4
"Primaria (113)",41,23,18
"Secundaria (114)",39,21,18
"Superior no univ. incompleta (115)",1,1,
"Superior no univ. completa (116)",1,,1
"Superior univ. incompleta (117)",1,1,
"De 30 a 44 años (120)",42,11,31
"Sin nivel (121)",2,,2
"Primaria (123)",28,10,18
"Secundaria (124)",12,1,11
"De 45 a 64 años (130)",30,4,26
"Sin nivel (131)",8,2,6
"Primaria (133)",21,2,19
"Secundaria (134)",1,,1
"De 65 y más años (140)",17,,17
"Sin nivel (141)",7,,7
"Primaria (143)",10,,10
