"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia TAMBOPATA",,,,
"Viviendas particulares (001)",15048,9606,4449,993
"Ocupantes presentes (002)",59675,38893,16826,3956
"Casa independiente",,,,
"Viviendas particulares (004)",12066,8061,3099,906
"Ocupantes presentes (005)",50795,34207,12950,3638
"Departamento en edificio",,,,
"Viviendas particulares (007)",160,118,42,
"Ocupantes presentes (008)",502,374,128,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",832,574,258,
"Ocupantes presentes (011)",2443,1641,802,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",1796,734,1009,53
"Ocupantes presentes (014)",5251,2278,2784,189
"Choza o cabaña",,,,
"Viviendas particulares (016)",17,,,17
"Ocupantes presentes (017)",62,,,62
"Vivienda improvisada",,,,
"Viviendas particulares (019)",120,76,28,16
"Ocupantes presentes (020)",466,273,127,66
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",57,43,13,1
"Ocupantes presentes (023)",156,120,35,1
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",13304,8670,3873,761
"Ocupantes presentes (029)",52617,34973,14580,3064
"Casa independiente",,,,
"Viviendas particulares (031)",10520,7206,2618,696
"Ocupantes presentes (032)",44396,30548,11009,2839
"Departamento en edificio",,,,
"Viviendas particulares (034)",152,114,38,
"Ocupantes presentes (035)",469,359,110,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",786,543,243,
"Ocupantes presentes (038)",2308,1546,762,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",1681,698,939,44
"Ocupantes presentes (041)",4870,2161,2564,145
"Choza o cabaña",,,,
"Viviendas particulares (043)",9,,,9
"Ocupantes presentes (044)",28,,,28
"Vivienda improvisada",,,,
"Viviendas particulares (046)",103,70,22,11
"Ocupantes presentes (047)",400,249,100,51
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",53,39,13,1
"Ocupantes presentes (050)",146,110,35,1
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",1744,936,576,232
"Ocupantes presentes (056)",7058,3920,2246,892
"Casa independiente",,,,
"Viviendas particulares (058)",1546,855,481,210
"Ocupantes presentes (059)",6399,3659,1941,799
"Departamento en edificio",,,,
"Viviendas particulares (061)",8,4,4,
"Ocupantes presentes (062)",33,15,18,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",46,31,15,
"Ocupantes presentes (065)",135,95,40,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",115,36,70,9
"Ocupantes presentes (068)",381,117,220,44
"Choza o cabaña",,,,
"Viviendas particulares (070)",8,,,8
"Ocupantes presentes (071)",34,,,34
"Vivienda improvisada",,,,
"Viviendas particulares (073)",17,6,6,5
"Ocupantes presentes (074)",66,24,27,15
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",4,4,,
"Ocupantes presentes (077)",10,10,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",14608,9427,4291,890
"Ocupantes presentes (110)",57774,38122,16092,3560
"Casa independiente",,,,
"Viviendas particulares (112)",11644,7882,2942,820
"Ocupantes presentes (113)",48957,33436,12217,3304
"Departamento en edificio",,,,
"Viviendas particulares (115)",160,118,42,
"Ocupantes presentes (116)",502,374,128,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",832,574,258,
"Ocupantes presentes (119)",2443,1641,802,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",1796,734,1009,53
"Ocupantes presentes (122)",5251,2278,2784,189
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",120,76,28,16
"Ocupantes presentes (128)",466,273,127,66
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",56,43,12,1
"Ocupantes presentes (131)",155,120,34,1
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",12923,8523,3729,671
"Ocupantes presentes (137)",50977,34362,13896,2719
"Casa independiente",,,,
"Viviendas particulares (139)",10149,7059,2475,615
"Ocupantes presentes (140)",42785,29937,10326,2522
"Departamento en edificio",,,,
"Viviendas particulares (142)",152,114,38,
"Ocupantes presentes (143)",469,359,110,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",786,543,243,
"Ocupantes presentes (146)",2308,1546,762,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",1681,698,939,44
"Ocupantes presentes (149)",4870,2161,2564,145
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",103,70,22,11
"Ocupantes presentes (155)",400,249,100,51
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",52,39,12,1
"Ocupantes presentes (158)",145,110,34,1
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",1685,904,562,219
"Ocupantes presentes (164)",6797,3760,2196,841
"Casa independiente",,,,
"Viviendas particulares (166)",1495,823,467,205
"Ocupantes presentes (167)",6172,3499,1891,782
"Departamento en edificio",,,,
"Viviendas particulares (169)",8,4,4,
"Ocupantes presentes (170)",33,15,18,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",46,31,15,
"Ocupantes presentes (173)",135,95,40,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",115,36,70,9
"Ocupantes presentes (176)",381,117,220,44
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",17,6,6,5
"Ocupantes presentes (182)",66,24,27,15
"Local no dest.para hab. humana",,,,
"Viviendas particulares (184)",4,4,,
"Ocupantes presentes (185)",10,10,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",440,179,158,103
"Ocupantes presentes (218)",1901,771,734,396
"Casa independiente",,,,
"Viviendas particulares (220)",422,179,157,86
"Ocupantes presentes (221)",1838,771,733,334
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",17,,,17
"Ocupantes presentes (233)",62,,,62
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (238)",1,,1,
"Ocupantes presentes (239)",1,,1,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",381,147,144,90
"Ocupantes presentes (245)",1640,611,684,345
"Casa independiente",,,,
"Viviendas particulares (247)",371,147,143,81
"Ocupantes presentes (248)",1611,611,683,317
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",9,,,9
"Ocupantes presentes (260)",28,,,28
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (265)",1,,1,
"Ocupantes presentes (266)",1,,1,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",59,32,14,13
"Ocupantes presentes (272)",261,160,50,51
"Casa independiente",,,,
"Viviendas particulares (274)",51,32,14,5
"Ocupantes presentes (275)",227,160,50,17
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",8,,,8
"Ocupantes presentes (287)",34,,,34
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
