"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CUSCO (000)",329333,64267,113695,77883,53533,19955
"Hombres (001)",157939,32390,54443,36497,25362,9247
"Mujeres (002)",171394,31877,59252,41386,28171,10708
"PEA (003)",160409,2474,56125,59961,36477,5372
"Hombres (004)",88997,1312,30349,33031,20974,3331
"Mujeres (005)",71412,1162,25776,26930,15503,2041
"Ocupada (006)",154514,2412,53225,58106,35534,5237
"Hombres (007)",85755,1277,28888,32028,20340,3222
"Mujeres (008)",68759,1135,24337,26078,15194,2015
"Desocupada (009)",5895,62,2900,1855,943,135
"Hombres (010)",3242,35,1461,1003,634,109
"Mujeres (011)",2653,27,1439,852,309,26
"No PEA (012)",168924,61793,57570,17922,17056,14583
"Hombres (013)",68942,31078,24094,3466,4388,5916
"Mujeres (014)",99982,30715,33476,14456,12668,8667
,,,,,,
"URBANA (018)",315555,60309,109923,74636,51545,19142
"Hombres (019)",151000,30361,52488,34879,24364,8908
"Mujeres (020)",164555,29948,57435,39757,27181,10234
"PEA (021)",154848,2320,54362,57865,35270,5031
"Hombres (022)",85067,1219,29133,31527,20090,3098
"Mujeres (023)",69781,1101,25229,26338,15180,1933
"Ocupada (024)",149075,2260,51528,56042,34345,4900
"Hombres (025)",81917,1186,27717,30549,19472,2993
"Mujeres (026)",67158,1074,23811,25493,14873,1907
"Desocupada (027)",5773,60,2834,1823,925,131
"Hombres (028)",3150,33,1416,978,618,105
"Mujeres (029)",2623,27,1418,845,307,26
"No PEA (030)",160707,57989,55561,16771,16275,14111
"Hombres (031)",65933,29142,23355,3352,4274,5810
"Mujeres (032)",94774,28847,32206,13419,12001,8301
,,,,,,
"RURAL (036)",13778,3958,3772,3247,1988,813
"Hombres (037)",6939,2029,1955,1618,998,339
"Mujeres (038)",6839,1929,1817,1629,990,474
"PEA (039)",5561,154,1763,2096,1207,341
"Hombres (040)",3930,93,1216,1504,884,233
"Mujeres (041)",1631,61,547,592,323,108
"Ocupada (042)",5439,152,1697,2064,1189,337
"Hombres (043)",3838,91,1171,1479,868,229
"Mujeres (044)",1601,61,526,585,321,108
"Desocupada (045)",122,2,66,32,18,4
"Hombres (046)",92,2,45,25,16,4
"Mujeres (047)",30,,21,7,2,
"No PEA (048)",8217,3804,2009,1151,781,472
"Hombres (049)",3009,1936,739,114,114,106
"Mujeres (050)",5208,1868,1270,1037,667,366
