"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia VICTOR FAJARDO",,,,,,,,,
"Hogares (001)",8013,211,102,60,50,35,33,18,7504
"Ocupantes presentes (002)",24942,433,278,185,173,152,137,93,23491
"Casa independiente",,,,,,,,,
"Hogares (004)",7401,197,100,60,50,34,32,18,6910
"Ocupantes presentes (005)",23744,417,276,185,173,151,136,93,22313
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",20,,,,,,,,20
"Ocupantes presentes (011)",55,,,,,,,,55
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",38,,,,,,,,38
"Ocupantes presentes (014)",115,,,,,,,,115
"Choza o cabaña",,,,,,,,,
"Hogares (016)",540,13,1,,,1,1,,524
"Ocupantes presentes (017)",1004,15,1,,,1,1,,986
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",13,1,1,,,,,,11
"Ocupantes presentes (020)",20,1,1,,,,,,18
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",1,,,,,,,,1
"Ocupantes presentes (023)",4,,,,,,,,4
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",5692,168,90,53,46,32,26,18,5259
"Ocupantes presentes (029)",18434,348,233,167,159,141,114,93,17179
"Casa independiente",,,,,,,,,
"Hogares (031)",5620,167,89,53,46,32,26,18,5189
"Ocupantes presentes (032)",18240,347,232,167,159,141,114,93,16987
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",20,,,,,,,,20
"Ocupantes presentes (038)",55,,,,,,,,55
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",38,,,,,,,,38
"Ocupantes presentes (041)",115,,,,,,,,115
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",13,1,1,,,,,,11
"Ocupantes presentes (047)",20,1,1,,,,,,18
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",1,,,,,,,,1
"Ocupantes presentes (050)",4,,,,,,,,4
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",2321,43,12,7,4,3,7,,2245
"Ocupantes presentes (056)",6508,85,45,18,14,11,23,,6312
"Casa independiente",,,,,,,,,
"Hogares (058)",1781,30,11,7,4,2,6,,1721
"Ocupantes presentes (059)",5504,70,44,18,14,10,22,,5326
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",540,13,1,,,1,1,,524
"Ocupantes presentes (071)",1004,15,1,,,1,1,,986
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
