"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia UTCUBAMBA (000)",101484,5117,27794,20964,16110,12736,8526,5312,4925
"Quechua (001)",115,7,28,20,19,15,7,10,9
"Aymara (002)",20,,7,3,2,3,2,2,1
"Ashaninca (003)",9,,4,1,1,1,,2,
"Otra lengua nativa (004)",187,,12,142,20,9,3,1,
"Castellano (005)",100958,5105,27695,20764,16034,12671,8497,5285,4907
"Idioma extranjero (006)",1,,,,,,1,,
"Es sordomudo/a (007)",194,5,48,34,34,37,16,12,8
"Hombres (009)",53062,2604,14166,11157,8181,6712,4541,2927,2774
"Quechua (010)",63,5,16,10,11,9,5,2,5
"Aymara (011)",9,,3,1,1,1,1,1,1
"Ashaninca (012)",6,,4,,1,1,,,
"Otra lengua nativa (013)",168,,10,129,18,7,3,1,
"Castellano (014)",52712,2595,14106,11000,8131,6678,4522,2917,2763
"Idioma extranjero (015)",1,,,,,,1,,
"Es sordomudo/a (016)",103,4,27,17,19,16,9,6,5
"Mujeres (018)",48422,2513,13628,9807,7929,6024,3985,2385,2151
"Quechua (019)",52,2,12,10,8,6,2,8,4
"Aymara (020)",11,,4,2,1,2,1,1,
"Ashaninca (021)",3,,,1,,,,2,
"Otra lengua nativa (022)",19,,2,13,2,2,,,
"Castellano (023)",48246,2510,13589,9764,7903,5993,3975,2368,2144
"Es sordomudo/a (025)",91,1,21,17,15,21,7,6,3
,,,,,,,,,
"URBANA (027)",44194,1947,10909,9478,7204,6196,4041,2319,2100
"Quechua (028)",97,6,22,18,17,15,6,8,5
"Aymara (029)",18,,7,2,2,3,2,2,
"Ashaninca (030)",6,,2,,1,1,,2,
"Otra lengua nativa (031)",177,,10,141,18,4,3,1,
"Castellano (032)",43834,1938,10851,9308,7154,6162,4024,2302,2095
"Idioma extranjero (033)",1,,,,,,1,,
"Es sordomudo/a (034)",61,3,17,9,12,11,5,4,
"Hombres (036)",22839,1013,5539,4991,3501,3195,2174,1271,1155
"Quechua (037)",52,4,13,9,10,9,4,2,1
"Aymara (038)",8,,3,1,1,1,1,1,
"Ashaninca (039)",4,,2,,1,1,,,
"Otra lengua nativa (040)",162,,8,129,17,4,3,1,
"Castellano (041)",22580,1006,5506,4847,3466,3173,2162,1266,1154
"Idioma extranjero (042)",1,,,,,,1,,
"Es sordomudo/a (043)",32,3,7,5,6,7,3,1,
"Mujeres (045)",21355,934,5370,4487,3703,3001,1867,1048,945
"Quechua (046)",45,2,9,9,7,6,2,6,4
"Aymara (047)",10,,4,1,1,2,1,1,
"Ashaninca (048)",2,,,,,,,2,
"Otra lengua nativa (049)",15,,2,12,1,,,,
"Castellano (050)",21254,932,5345,4461,3688,2989,1862,1036,941
"Es sordomudo/a (052)",29,,10,4,6,4,2,3,
,,,,,,,,,
"RURAL (054)",57290,3170,16885,11486,8906,6540,4485,2993,2825
"Quechua (055)",18,1,6,2,2,,1,2,4
"Aymara (056)",2,,,1,,,,,1
"Ashaninca (057)",3,,2,1,,,,,
"Otra lengua nativa (058)",10,,2,1,2,5,,,
"Castellano (059)",57124,3167,16844,11456,8880,6509,4473,2983,2812
"Es sordomudo/a (061)",133,2,31,25,22,26,11,8,8
"Hombres (063)",30223,1591,8627,6166,4680,3517,2367,1656,1619
"Quechua (064)",11,1,3,1,1,,1,,4
"Aymara (065)",1,,,,,,,,1
"Ashaninca (066)",2,,2,,,,,,
"Otra lengua nativa (067)",6,,2,,1,3,,,
"Castellano (068)",30132,1589,8600,6153,4665,3505,2360,1651,1609
"Es sordomudo/a (070)",71,1,20,12,13,9,6,5,5
"Mujeres (072)",27067,1579,8258,5320,4226,3023,2118,1337,1206
"Quechua (073)",7,,3,1,1,,,2,
"Aymara (074)",1,,,1,,,,,
"Ashaninca (075)",1,,,1,,,,,
"Otra lengua nativa (076)",4,,,1,1,2,,,
"Castellano (077)",26992,1578,8244,5303,4215,3004,2113,1332,1203
"Es sordomudo/a (079)",62,1,11,13,9,17,5,3,3
