"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia HUANCAYO (000)",466346,7723,134143,133048,90261,70900,30271
"Hombres (001)",222808,3964,68131,63660,40573,32390,14090
"Mujeres (002)",243538,3759,66012,69388,49688,38510,16181
"Viviendas particulares (003)",461978,7639,133615,131228,89216,70307,29973
"Hombres (004)",220185,3922,67874,62556,39926,31998,13909
"Mujeres (005)",241793,3717,65741,68672,49290,38309,16064
"Viviendas colectivas (006)",2315,68,308,1000,446,297,196
"Hombres (007)",1345,34,141,621,254,192,103
"Mujeres (008)",970,34,167,379,192,105,93
"Otro tipo (009)",2053,16,220,820,599,296,102
"Hombres (010)",1278,8,116,483,393,200,78
"Mujeres (011)",775,8,104,337,206,96,24
,,,,,,,
"URBANA (012)",412051,6751,115341,119674,81120,63040,26125
"Hombres (013)",196262,3472,58550,57164,36221,28683,12172
"Mujeres (014)",215789,3279,56791,62510,44899,34357,13953
"Viviendas particulares (015)",407794,6667,114823,117881,80117,62471,25835
"Hombres (016)",193718,3430,58299,56077,35607,28308,11997
"Mujeres (017)",214076,3237,56524,61804,44510,34163,13838
"Viviendas colectivas (018)",2287,68,308,988,434,293,196
"Hombres (019)",1322,34,141,611,244,189,103
"Mujeres (020)",965,34,167,377,190,104,93
"Otro tipo (021)",1970,16,210,805,569,276,94
"Hombres (022)",1222,8,110,476,370,186,72
"Mujeres (023)",748,8,100,329,199,90,22
,,,,,,,
"RURAL (024)",54295,972,18802,13374,9141,7860,4146
"Hombres (025)",26546,492,9581,6496,4352,3707,1918
"Mujeres (026)",27749,480,9221,6878,4789,4153,2228
"Viviendas particulares (027)",54184,972,18792,13347,9099,7836,4138
"Hombres (028)",26467,492,9575,6479,4319,3690,1912
"Mujeres (029)",27717,480,9217,6868,4780,4146,2226
"Viviendas colectivas (030)",28,,,12,12,4,
"Hombres (031)",23,,,10,10,3,
"Mujeres (032)",5,,,2,2,1,
"Otro tipo (033)",83,,10,15,30,20,8
"Hombres (034)",56,,6,7,23,14,6
"Mujeres (035)",27,,4,8,7,6,2
