"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia GRAU (000)",5790,715,8,1843,1934,232,651,102,305
"Agric., ganadería, caza y silvicultura (001)",3015,566,7,1290,1020,64,39,14,15
"Explotación de minas y canteras (003)",277,5,,65,141,21,20,6,19
"Industrias manufactureras (004)",209,26,,81,83,4,9,3,3
"Suministro de electricidad, gas y agua (005)",10,1,,5,2,,2,,
"Construcción (006)",370,28,,129,165,19,10,9,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",376,23,,121,167,25,34,2,4
"Venta, mant.y rep. veh.autom.y motoc. (008)",10,,,,2,1,6,1,
"Comercio al por mayor (009)",11,1,,4,2,1,2,,1
"Comercio al por menor (010)",355,22,,117,163,23,26,1,3
"Hoteles y restaurantes (011)",116,9,,39,53,7,4,2,2
"Trans., almac. y comunicaciones (012)",76,1,1,6,47,9,9,2,1
"Intermediación financiera (013)",3,,,,,1,,,2
"Activid.inmobil., empres. y de alquiler (014)",29,,,5,5,3,6,4,6
"Admin.pub. y defensa; p. segur.soc.afil (015)",324,10,,33,108,29,71,29,44
"Enseñanza (016)",620,,,2,35,27,390,24,142
"Servicios sociales y de salud (017)",122,1,,1,10,13,45,3,49
"Otras activ. serv.comun.soc y personales (018)",31,1,,2,13,3,4,2,6
"Hogares privados con servicio doméstico (019)",60,8,,22,30,,,,
"Actividad economica no especificada (021)",152,36,,42,55,7,8,2,2
"Hombres (022)",4236,354,5,1467,1515,175,425,81,214
"Agric., ganadería, caza y silvicultura (023)",2398,301,4,1095,878,56,35,14,15
"Explotación de minas y canteras (025)",264,2,,62,137,21,20,5,17
"Industrias manufactureras (026)",158,7,,61,73,4,7,3,3
"Suministro de electricidad, gas y agua (027)",9,1,,5,2,,1,,
"Construcción (028)",354,23,,122,164,18,9,9,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",135,5,,47,58,10,12,1,2
"Venta, mant.y rep. veh.autom.y motoc. (030)",10,,,,2,1,6,1,
"Comercio al por mayor (031)",3,,,1,1,,,,1
"Comercio al por menor (032)",122,5,,46,55,9,6,,1
"Hoteles y restaurantes (033)",15,1,,5,5,1,,1,2
"Trans., almac. y comunicaciones (034)",70,1,1,6,44,9,6,2,1
"Intermediación financiera (035)",1,,,,,,,,1
"Activid.inmobil., empres. y de alquiler (036)",23,,,3,3,3,6,2,6
"Admin.pub. y defensa; p. segur.soc.afil (037)",256,5,,31,84,22,53,23,38
"Enseñanza (038)",388,,,2,20,19,237,15,95
"Servicios sociales y de salud (039)",60,,,,3,5,30,3,19
"Otras activ. serv.comun.soc y personales (040)",16,,,1,4,1,4,2,4
"Hogares privados con servicio doméstico (041)",11,,,5,6,,,,
"Actividad economica no especificada (043)",78,8,,22,34,6,5,1,2
"Mujeres (044)",1554,361,3,376,419,57,226,21,91
"Agric., ganadería, caza y silvicultura (045)",617,265,3,195,142,8,4,,
"Explotación de minas y canteras (047)",13,3,,3,4,,,1,2
"Industrias manufactureras (048)",51,19,,20,10,,2,,
"Suministro de electricidad, gas y agua (049)",1,,,,,,1,,
