"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CORONEL PORTILLO",,,,,,,,,
"Viviendas particulares (001)",33738,2329,4686,4059,7827,2593,1159,513,10572
"Ocupantes presentes (002)",155955,10601,21581,19112,36063,12227,5470,2469,48432
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",30221,2169,4318,3625,6900,2318,1047,448,9396
"Ocupantes presentes (005)",144974,10058,20426,17642,33172,11310,5084,2279,45003
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",420,13,24,43,70,27,20,2,221
"Ocupantes presentes (008)",1282,39,102,122,212,88,83,5,631
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",2382,105,288,248,671,193,73,54,750
"Ocupantes presentes (011)",6906,326,840,701,1957,625,231,141,2085
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",353,15,21,46,98,35,10,8,120
"Ocupantes presentes (014)",1287,70,88,186,364,134,28,40,377
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",73,,2,45,26,,,,
"Ocupantes presentes (017)",346,,15,225,106,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",218,24,21,41,45,12,8,1,66
"Ocupantes presentes (020)",985,105,90,193,211,45,41,4,296
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",70,3,12,11,17,8,1,,18
"Ocupantes presentes (023)",172,3,20,43,41,25,3,,37
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,,,,,,,,1
"Ocupantes presentes (026)",3,,,,,,,,3
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",33502,2279,4666,4010,7796,2593,1159,513,10486
"Ocupantes presentes (029)",154909,10360,21477,18881,35938,12227,5470,2469,48087
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",30058,2119,4300,3621,6895,2318,1047,448,9310
"Ocupantes presentes (032)",144274,9817,20337,17636,33153,11310,5084,2279,44658
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",420,13,24,43,70,27,20,2,221
"Ocupantes presentes (035)",1282,39,102,122,212,88,83,5,631
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",2382,105,288,248,671,193,73,54,750
"Ocupantes presentes (038)",6906,326,840,701,1957,625,231,141,2085
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",353,15,21,46,98,35,10,8,120
"Ocupantes presentes (041)",1287,70,88,186,364,134,28,40,377
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",218,24,21,41,45,12,8,1,66
"Ocupantes presentes (047)",985,105,90,193,211,45,41,4,296
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",70,3,12,11,17,8,1,,18
"Ocupantes presentes (050)",172,3,20,43,41,25,3,,37
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,,,,,,,,1
"Ocupantes presentes (053)",3,,,,,,,,3
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",236,50,20,49,31,,,,86
"Ocupantes presentes (056)",1046,241,104,231,125,,,,345
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",163,50,18,4,5,,,,86
"Ocupantes presentes (059)",700,241,89,6,19,,,,345
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",73,,2,45,26,,,,
"Ocupantes presentes (071)",346,,15,225,106,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
