"CUADRO Nº 17: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y TIPO DE ABASTECIMIENTO DE AGUA",,,
,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL; Y TIPO DE ABASTECIMIENTO DE AGUA",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia FERREÑAFE (000)",21689,11744,9945
"Red pública dentro de la vivienda (001)",9702,8630,1072
"Red pública fuera de la vivienda (002)",1047,538,509
"Pilón de uso público (003)",1233,571,662
"Camión - cisterna u otro similar (004)",507,113,394
"Pozo (005)",3505,720,2785
"Río, acequia, manatial o similar (006)",4050,285,3765
"Vecino (007)",1427,790,637
"Otro (008)",218,97,121
,,,
"URBANA (010)",11947,9769,2178
"Red pública dentro de la vivienda (011)",8310,7755,555
"Red pública fuera de la vivienda (012)",456,373,83
"Pilón de uso público (013)",897,527,370
"Camión - cisterna u otro similar (014)",500,110,390
"Pozo (015)",278,143,135
"Río, acequia, manatial o similar (016)",46,16,30
"Vecino (017)",1279,756,523
"Otro (018)",181,89,92
,,,
"RURAL (020)",9742,1975,7767
"Red pública dentro de la vivienda (021)",1392,875,517
"Red pública fuera de la vivienda (022)",591,165,426
"Pilón de uso público (023)",336,44,292
"Camión - cisterna u otro similar (024)",7,3,4
"Pozo (025)",3227,577,2650
"Río, acequia, manatial o similar (026)",4004,269,3735
"Vecino (027)",148,34,114
"Otro (028)",37,8,29
