"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia MARISCAL NIETO (000)",34884,297,10279,13330,8958,2020
"Empleado (001)",9832,30,3008,4496,2185,113
"Obrero (002)",8628,24,2612,3460,2227,305
"Trabajador independiente (003)",10077,77,2157,3464,3235,1144
"Empleador o patrono (004)",487,1,102,156,169,59
"Trabajador familiar no remunerado (005)",2112,138,624,512,560,278
"Trabajador del hogar (006)",509,14,257,147,76,15
"Desocupado (008)",3239,13,1519,1095,506,106
"Hombres (009)",21298,176,6060,7960,5717,1385
"Empleado (010)",5540,10,1464,2544,1434,88
"Obrero (011)",7038,17,2143,2781,1847,250
"Trabajador independiente (012)",5813,60,1261,1823,1847,822
"Empleador o patrono (013)",299,,63,89,104,43
"Trabajador familiar no remunerado (014)",745,80,304,129,136,96
"Trabajador del hogar (015)",29,2,12,8,5,2
"Desocupado (017)",1834,7,813,586,344,84
"Mujeres (018)",13586,121,4219,5370,3241,635
"Empleado (019)",4292,20,1544,1952,751,25
"Obrero (020)",1590,7,469,679,380,55
"Trabajador independiente (021)",4264,17,896,1641,1388,322
"Empleador o patrono (022)",188,1,39,67,65,16
"Trabajador familiar no remunerado (023)",1367,58,320,383,424,182
"Trabajador del hogar (024)",480,12,245,139,71,13
"Desocupado (026)",1405,6,706,509,162,22
,,,,,,
"URBANA (027)",29303,264,8784,11425,7416,1414
"Empleado (028)",9240,29,2806,4215,2085,105
"Obrero (029)",6640,20,1969,2664,1737,250
"Trabajador independiente (030)",8067,74,1826,2899,2533,735
"Empleador o patrono (031)",439,1,98,140,153,47
"Trabajador familiar no remunerado (032)",1448,115,438,352,369,174
"Trabajador del hogar (033)",493,13,251,143,75,11
"Desocupado (035)",2976,12,1396,1012,464,92
"Hombres (036)",17448,157,5032,6628,4662,969
"Empleado (037)",5116,9,1343,2334,1349,81
"Obrero (038)",5440,14,1624,2137,1458,207
"Trabajador independiente (039)",4433,57,1058,1458,1352,508
"Empleador o patrono (040)",261,,60,75,92,34
"Trabajador familiar no remunerado (041)",527,70,211,86,93,67
"Trabajador del hogar (042)",25,1,11,8,5,
"Desocupado (044)",1646,6,725,530,313,72
"Mujeres (045)",11855,107,3752,4797,2754,445
"Empleado (046)",4124,20,1463,1881,736,24
"Obrero (047)",1200,6,345,527,279,43
"Trabajador independiente (048)",3634,17,768,1441,1181,227
"Empleador o patrono (049)",178,1,38,65,61,13
"Trabajador familiar no remunerado (050)",921,45,227,266,276,107
"Trabajador del hogar (051)",468,12,240,135,70,11
"Desocupado (053)",1330,6,671,482,151,20
,,,,,,
"RURAL (054)",5581,33,1495,1905,1542,606
"Empleado (055)",592,1,202,281,100,8
"Obrero (056)",1988,4,643,796,490,55
"Trabajador independiente (057)",2010,3,331,565,702,409
"Empleador o patrono (058)",48,,4,16,16,12
"Trabajador familiar no remunerado (059)",664,23,186,160,191,104
"Trabajador del hogar (060)",16,1,6,4,1,4
"Desocupado (062)",263,1,123,83,42,14
"Hombres (063)",3850,19,1028,1332,1055,416
"Empleado (064)",424,1,121,210,85,7
"Obrero (065)",1598,3,519,644,389,43
"Trabajador independiente (066)",1380,3,203,365,495,314
"Empleador o patrono (067)",38,,3,14,12,9
"Trabajador familiar no remunerado (068)",218,10,93,43,43,29
"Trabajador del hogar (069)",4,1,1,,,2
"Desocupado (071)",188,1,88,56,31,12
"Mujeres (072)",1731,14,467,573,487,190
"Empleado (073)",168,,81,71,15,1
"Obrero (074)",390,1,124,152,101,12
"Trabajador independiente (075)",630,,128,200,207,95
"Empleador o patrono (076)",10,,1,2,4,3
"Trabajador familiar no remunerado (077)",446,13,93,117,148,75
"Trabajador del hogar (078)",12,,5,4,1,2
"Desocupado (080)",75,,35,27,11,2
