"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia SAN PABLO (000)",13181,5628,43,381,6734,190,2,29,,174
"Hombres (001)",4420,2986,29,314,864,103,2,19,,103
"Mujeres (002)",8761,2642,14,67,5870,87,,10,,71
"De 06 a 14 años (003)",4597,4371,,,144,34,,7,,41
"Hombres (004)",2296,2236,,,28,15,,3,,14
"Mujeres (005)",2301,2135,,,116,19,,4,,27
"De 15 a 29 años (006)",3499,1234,2,77,2117,,1,7,,61
"Hombres (007)",1091,741,1,58,246,,1,4,,40
"Mujeres (008)",2408,493,1,19,1871,,,3,,21
"De 30 a 44 años (009)",2011,18,,82,1877,,1,7,,26
"Hombres (010)",303,9,,70,200,,1,5,,18
"Mujeres (011)",1708,9,,12,1677,,,2,,8
"De 45 a 64 años (012)",1707,4,15,96,1556,7,,2,,27
"Hombres (013)",304,,9,81,187,5,,1,,21
"Mujeres (014)",1403,4,6,15,1369,2,,1,,6
"De 65 y más años (015)",1367,1,26,126,1040,149,,6,,19
"Hombres (016)",426,,19,105,203,83,,6,,10
"Mujeres (017)",941,1,7,21,837,66,,,,9
,,,,,,,,,,
"AREA URBANA (018)",1806,903,30,33,783,19,,3,,35
"Hombres (019)",667,462,20,22,129,8,,2,,24
"Mujeres (020)",1139,441,10,11,654,11,,1,,11
"De 06 a 14 años (021)",628,609,,,13,5,,,,1
"Hombres (022)",325,317,,,6,1,,,,1
"Mujeres (023)",303,292,,,7,4,,,,
"De 15 a 29 años (024)",512,289,1,4,204,,,1,,13
"Hombres (025)",191,142,1,3,35,,,,,10
"Mujeres (026)",321,147,,1,169,,,1,,3
"De 30 a 44 años (027)",238,5,,4,224,,,,,5
"Hombres (028)",41,3,,3,32,,,,,3
"Mujeres (029)",197,2,,1,192,,,,,2
"De 45 a 64 años (030)",235,,11,10,208,,,1,,5
"Hombres (031)",41,,7,6,24,,,1,,3
"Mujeres (032)",194,,4,4,184,,,,,2
"De 65 y más años (033)",193,,18,15,134,14,,1,,11
"Hombres (034)",69,,12,10,32,7,,1,,7
"Mujeres (035)",124,,6,5,102,7,,,,4
,,,,,,,,,,
"AREA RURAL (036)",11375,4725,13,348,5951,171,2,26,,139
"Hombres (037)",3753,2524,9,292,735,95,2,17,,79
"Mujeres (038)",7622,2201,4,56,5216,76,,9,,60
"De 06 a 14 años (039)",3969,3762,,,131,29,,7,,40
"Hombres (040)",1971,1919,,,22,14,,3,,13
"Mujeres (041)",1998,1843,,,109,15,,4,,27
"De 15 a 29 años (042)",2987,945,1,73,1913,,1,6,,48
"Hombres (043)",900,599,,55,211,,1,4,,30
"Mujeres (044)",2087,346,1,18,1702,,,2,,18
"De 30 a 44 años (045)",1773,13,,78,1653,,1,7,,21
"Hombres (046)",262,6,,67,168,,1,5,,15
"Mujeres (047)",1511,7,,11,1485,,,2,,6
"De 45 a 64 años (048)",1472,4,4,86,1348,7,,1,,22
"Hombres (049)",263,,2,75,163,5,,,,18
"Mujeres (050)",1209,4,2,11,1185,2,,1,,4
"De 65 y más años (051)",1174,1,8,111,906,135,,5,,8
"Hombres (052)",357,,7,95,171,76,,5,,3
"Mujeres (053)",817,1,1,16,735,59,,,,5
