"CUADRO Nº 2: VIVIENDAS PARTICULARES, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia SANTA CRUZ (000)",13318,2757,10561
"Casa independiente (001)",12747,2712,10035
"Departamento en edificio (002)",5,5,
"Vivienda en quinta (003)",12,12,
"Vivienda en casa de vecindad (004)",19,19,
"Choza o cabaña (005)",524,,524
"Vivienda improvisada (006)",3,3,
"Local no dest.para hab. humana (007)",7,5,2
"Otro tipo (008)",1,1,
