"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia TUMBES (000)",124584,28005,23207,7925,65849
"Hombres (001)",63957,12918,11287,5037,34974
"Mujeres (002)",60627,15087,11920,2888,30875
"PEA (003)",54707,8678,11059,3444,31781
"Hombres (004)",38842,6191,6650,2636,23558
"Mujeres (005)",15865,2487,4409,808,8223
"Ocupada (006)",51729,8085,10763,3342,29790
"Hombres (007)",36729,5789,6444,2564,22121
"Mujeres (008)",15000,2296,4319,778,7669
"Desocupada (009)",2978,593,296,102,1991
"Hombres (010)",2113,402,206,72,1437
"Mujeres (011)",865,191,90,30,554
"No PEA (012)",69877,19327,12148,4481,34068
"Hombres (013)",25115,6727,4637,2401,11416
"Mujeres (014)",44762,12600,7511,2080,22652
,,,,,
"URBANA (018)",114643,24539,22331,7747,60417
"Hombres (019)",58754,11263,10873,4934,31935
"Mujeres (020)",55889,13276,11458,2813,28482
"PEA (021)",50631,7644,10640,3360,29236
"Hombres (022)",35391,5307,6376,2563,21332
"Mujeres (023)",15240,2337,4264,797,7904
"Ocupada (024)",47949,7136,10355,3261,27442
"Hombres (025)",33508,4972,6179,2494,20046
"Mujeres (026)",14441,2164,4176,767,7396
"Desocupada (027)",2682,508,285,99,1794
"Hombres (028)",1883,335,197,69,1286
"Mujeres (029)",799,173,88,30,508
"No PEA (030)",64012,16895,11691,4387,31181
"Hombres (031)",23363,5956,4497,2371,10603
"Mujeres (032)",40649,10939,7194,2016,20578
,,,,,
"RURAL (036)",9941,3466,876,178,5432
"Hombres (037)",5203,1655,414,103,3039
"Mujeres (038)",4738,1811,462,75,2393
"PEA (039)",4076,1034,419,84,2545
"Hombres (040)",3451,884,274,73,2226
"Mujeres (041)",625,150,145,11,319
"Ocupada (042)",3780,949,408,81,2348
"Hombres (043)",3221,817,265,70,2075
"Mujeres (044)",559,132,143,11,273
"Desocupada (045)",296,85,11,3,197
"Hombres (046)",230,67,9,3,151
"Mujeres (047)",66,18,2,,46
"No PEA (048)",5865,2432,457,94,2887
"Hombres (049)",1752,771,140,30,813
"Mujeres (050)",4113,1661,317,64,2074
