"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia BOLIVAR (000)",4231,601,637,2201,30,657,105
"Conviviente (001)",1760,210,289,1070,15,146,30
"Separado(a) (002)",113,11,24,60,,14,4
"Casado(a) (003)",1110,238,123,637,9,92,11
"Viudo(a) (004)",131,6,18,81,1,17,8
"Divorciado(a) (005)",15,,3,9,,2,1
"Soltero(a) (006)",1102,136,180,344,5,386,51
"Hombres (008)",3432,357,558,1998,28,478,13
"Conviviente (009)",1465,122,249,998,14,79,3
"Separado(a) (010)",67,3,17,42,,5,
"Casado(a) (011)",892,158,109,576,9,40,
"Viudo(a) (012)",88,3,13,63,1,8,
"Divorciado(a) (013)",7,,1,6,,,
"Soltero(a) (014)",913,71,169,313,4,346,10
"Mujeres (016)",799,244,79,203,2,179,92
"Conviviente (017)",295,88,40,72,1,67,27
"Separado(a) (018)",46,8,7,18,,9,4
"Casado(a) (019)",218,80,14,61,,52,11
"Viudo(a) (020)",43,3,5,18,,9,8
"Divorciado(a) (021)",8,,2,3,,2,1
"Soltero(a) (022)",189,65,11,31,1,40,41
,,,,,,,
"URBANA (024)",1665,501,277,630,7,177,73
"Conviviente (025)",631,171,113,270,3,53,21
"Separado(a) (026)",50,10,12,19,,5,4
"Casado(a) (027)",550,201,73,226,3,37,10
"Viudo(a) (028)",45,5,9,18,,9,4
"Divorciado(a) (029)",6,,2,3,,1,
"Soltero(a) (030)",383,114,68,94,1,72,34
"Hombres (032)",1167,294,233,527,6,102,5
"Conviviente (033)",461,98,97,238,3,24,1
"Separado(a) (034)",22,3,7,9,,3,
"Casado(a) (035)",396,132,61,185,3,15,
"Viudo(a) (036)",21,3,4,11,,3,
"Divorciado(a) (037)",1,,,1,,,
"Soltero(a) (038)",266,58,64,83,,57,4
"Mujeres (040)",498,207,44,103,1,75,68
"Conviviente (041)",170,73,16,32,,29,20
"Separado(a) (042)",28,7,5,10,,2,4
"Casado(a) (043)",154,69,12,41,,22,10
"Viudo(a) (044)",24,2,5,7,,6,4
"Divorciado(a) (045)",5,,2,2,,1,
"Soltero(a) (046)",117,56,4,11,1,15,30
,,,,,,,
"RURAL (048)",2566,100,360,1571,23,480,32
"Conviviente (049)",1129,39,176,800,12,93,9
"Separado(a) (050)",63,1,12,41,,9,
"Casado(a) (051)",560,37,50,411,6,55,1
"Viudo(a) (052)",86,1,9,63,1,8,4
"Divorciado(a) (053)",9,,1,6,,1,1
"Soltero(a) (054)",719,22,112,250,4,314,17
"Hombres (056)",2265,63,325,1471,22,376,8
"Conviviente (057)",1004,24,152,760,11,55,2
"Separado(a) (058)",45,,10,33,,2,
"Casado(a) (059)",496,26,48,391,6,25,
"Viudo(a) (060)",67,,9,52,1,5,
"Divorciado(a) (061)",6,,1,5,,,
"Soltero(a) (062)",647,13,105,230,4,289,6
"Mujeres (064)",301,37,35,100,1,104,24
"Conviviente (065)",125,15,24,40,1,38,7
"Separado(a) (066)",18,1,2,8,,7,
"Casado(a) (067)",64,11,2,20,,30,1
"Viudo(a) (068)",19,1,,11,,3,4
"Divorciado(a) (069)",3,,,1,,1,1
"Soltero(a) (070)",72,9,7,20,,25,11
