"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUARAL (000)",155687,14617,4074,49544,61159,6701,6933,5431,7228
"Quechua (001)",5488,955,11,2230,1748,155,147,77,165
"Aymara (002)",27,1,2,11,10,,2,1,
"Ashaninca (003)",14,2,,1,10,,,1,
"Otra lengua nativa (004)",121,18,2,36,45,8,2,,10
"Castellano (005)",149814,13584,4052,47232,59269,6533,6763,5341,7040
"Idioma extranjero (006)",14,1,1,1,9,1,,,1
"Es sordomudo/a (007)",209,56,6,33,68,4,19,11,12
"Hombres (009)",78760,5695,2053,24292,33941,3396,3048,2772,3563
"Quechua (010)",2937,242,4,1200,1187,97,74,44,89
"Aymara (011)",20,1,,7,10,,1,1,
"Ashaninca (012)",4,,,,3,,,1,
"Otra lengua nativa (013)",68,2,1,14,34,8,1,,8
"Castellano (014)",75593,5419,2043,23051,32652,3287,2962,2721,3458
"Idioma extranjero (015)",9,1,1,,5,1,,,1
"Es sordomudo/a (016)",129,30,4,20,50,3,10,5,7
"Mujeres (018)",76927,8922,2021,25252,27218,3305,3885,2659,3665
"Quechua (019)",2551,713,7,1030,561,58,73,33,76
"Aymara (020)",7,,2,4,,,1,,
"Ashaninca (021)",10,2,,1,7,,,,
"Otra lengua nativa (022)",53,16,1,22,11,,1,,2
"Castellano (023)",74221,8165,2009,24181,26617,3246,3801,2620,3582
"Idioma extranjero (024)",5,,,1,4,,,,
"Es sordomudo/a (025)",80,26,2,13,18,1,9,6,5
,,,,,,,,,
"URBANA (027)",128991,10869,3409,40076,51680,5725,5978,4737,6517
"Quechua (028)",4432,723,8,1849,1409,125,121,57,140
"Aymara (029)",27,1,2,11,10,,2,1,
"Ashaninca (030)",11,,,1,9,,,1,
"Otra lengua nativa (031)",54,16,,24,11,,1,,2
"Castellano (032)",124289,10084,3393,38162,50186,5595,5838,4668,6363
"Idioma extranjero (033)",9,,1,,7,1,,,
"Es sordomudo/a (034)",169,45,5,29,48,4,16,10,12
"Hombres (036)",64080,4247,1724,19205,27979,2849,2557,2385,3134
"Quechua (037)",2222,123,4,940,919,81,52,32,71
"Aymara (038)",20,1,,7,10,,1,1,
"Ashaninca (039)",4,,,,3,,,1,
"Otra lengua nativa (040)",9,2,,5,2,,,,
"Castellano (041)",61717,4095,1716,18236,27008,2764,2496,2346,3056
"Idioma extranjero (042)",5,,1,,3,1,,,
"Es sordomudo/a (043)",103,26,3,17,34,3,8,5,7
"Mujeres (045)",64911,6622,1685,20871,23701,2876,3421,2352,3383
"Quechua (046)",2210,600,4,909,490,44,69,25,69
"Aymara (047)",7,,2,4,,,1,,
"Ashaninca (048)",7,,,1,6,,,,
"Otra lengua nativa (049)",45,14,,19,9,,1,,2
"Castellano (050)",62572,5989,1677,19926,23178,2831,3342,2322,3307
"Idioma extranjero (051)",4,,,,4,,,,
"Es sordomudo/a (052)",66,19,2,12,14,1,8,5,5
,,,,,,,,,
"RURAL (054)",26696,3748,665,9468,9479,976,955,694,711
"Quechua (055)",1056,232,3,381,339,30,26,20,25
"Ashaninca (057)",3,2,,,1,,,,
"Otra lengua nativa (058)",67,2,2,12,34,8,1,,8
"Castellano (059)",25525,3500,659,9070,9083,938,925,673,677
"Idioma extranjero (060)",5,1,,1,2,,,,1
"Es sordomudo/a (061)",40,11,1,4,20,,3,1,
"Hombres (063)",14680,1448,329,5087,5962,547,491,387,429
"Quechua (064)",715,119,,260,268,16,22,12,18
"Otra lengua nativa (067)",59,,1,9,32,8,1,,8
"Castellano (068)",13876,1324,327,4815,5644,523,466,375,402
"Idioma extranjero (069)",4,1,,,2,,,,1
"Es sordomudo/a (070)",26,4,1,3,16,,2,,
"Mujeres (072)",12016,2300,336,4381,3517,429,464,307,282
"Quechua (073)",341,113,3,121,71,14,4,8,7
"Ashaninca (075)",3,2,,,1,,,,
"Otra lengua nativa (076)",8,2,1,3,2,,,,
"Castellano (077)",11649,2176,332,4255,3439,415,459,298,275
"Idioma extranjero (078)",1,,,1,,,,,
"Es sordomudo/a (079)",14,7,,1,4,,1,1,
