"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia SECHURA",,,,,,
"Viviendas particulares (001)",14059,13550,432,72,3,2
"Ocupantes presentes (002)",61873,57550,3447,796,43,37
"Casa independiente",,,,,,
"Viviendas particulares (004)",13157,12652,428,72,3,2
"Ocupantes presentes (005)",58775,54482,3417,796,43,37
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",9,9,,,,
"Ocupantes presentes (008)",22,22,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",4,4,,,,
"Ocupantes presentes (011)",10,10,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",2,2,,,,
"Ocupantes presentes (014)",8,8,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",304,301,3,,,
"Ocupantes presentes (017)",1262,1236,26,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",571,570,1,,,
"Ocupantes presentes (020)",1768,1764,4,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",10,10,,,,
"Ocupantes presentes (023)",26,26,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",2,2,,,,
"Ocupantes presentes (026)",2,2,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",13190,12706,411,68,3,2
"Ocupantes presentes (029)",58051,53975,3249,747,43,37
"Casa independiente",,,,,,
"Viviendas particulares (031)",12593,12110,410,68,3,2
"Ocupantes presentes (032)",56216,52144,3245,747,43,37
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",9,9,,,,
"Ocupantes presentes (035)",22,22,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",4,4,,,,
"Ocupantes presentes (038)",10,10,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",2,2,,,,
"Ocupantes presentes (041)",8,8,,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",571,570,1,,,
"Ocupantes presentes (047)",1768,1764,4,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",9,9,,,,
"Ocupantes presentes (050)",25,25,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",2,2,,,,
"Ocupantes presentes (053)",2,2,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",869,844,21,4,,
"Ocupantes presentes (056)",3822,3575,198,49,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",564,542,18,4,,
"Ocupantes presentes (059)",2559,2338,172,49,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",304,301,3,,,
"Ocupantes presentes (071)",1262,1236,26,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",1,1,,,,
"Ocupantes presentes (077)",1,1,,,,
"Otro tipo",,,,,,
