"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia PISCO",,,,,,,,
"Viviendas particulares (001)",29929,13559,12718,2761,196,238,73,384
"Ocupantes presentes (002)",120061,50604,54189,11907,687,906,301,1467
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",23255,8235,11723,2619,190,192,70,226
"Ocupantes presentes (005)",96650,32050,50637,11406,658,744,293,862
"Departamento en edificio",,,,,,,,
"Viviendas particulares (007)",199,,113,79,6,,1,
"Ocupantes presentes (008)",661,,363,266,29,,3,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",241,,195,43,,1,2,
"Ocupantes presentes (011)",751,,591,153,,2,5,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",160,54,85,18,,,,3
"Ocupantes presentes (014)",556,193,280,74,,,,9
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",513,476,20,,,13,,4
"Ocupantes presentes (017)",1850,1716,69,,,52,,13
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",5348,4627,559,,,31,,131
"Ocupantes presentes (020)",18935,16138,2173,,,107,,517
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",43,25,16,2,,,,
"Ocupantes presentes (023)",133,67,58,8,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",170,142,7,,,1,,20
"Ocupantes presentes (026)",525,440,18,,,1,,66
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",25933,10902,11585,2737,182,104,71,352
"Ocupantes presentes (029)",104909,40666,49787,11815,628,373,290,1350
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",19829,6101,10613,2595,176,72,68,204
"Ocupantes presentes (032)",83551,23987,46320,11314,599,264,282,785
"Departamento en edificio",,,,,,,,
"Viviendas particulares (034)",199,,113,79,6,,1,
"Ocupantes presentes (035)",661,,363,266,29,,3,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",241,,195,43,,1,2,
"Ocupantes presentes (038)",751,,591,153,,2,5,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",160,54,85,18,,,,3
"Ocupantes presentes (041)",556,193,280,74,,,,9
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",5348,4627,559,,,31,,131
"Ocupantes presentes (047)",18935,16138,2173,,,107,,517
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",41,24,15,2,,,,
"Ocupantes presentes (050)",124,65,51,8,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (052)",115,96,5,,,,,14
"Ocupantes presentes (053)",331,283,9,,,,,39
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",3996,2657,1133,24,14,134,2,32
"Ocupantes presentes (056)",15152,9938,4402,92,59,533,11,117
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",3426,2134,1110,24,14,120,2,22
"Ocupantes presentes (059)",13099,8063,4317,92,59,480,11,77
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",513,476,20,,,13,,4
"Ocupantes presentes (071)",1850,1716,69,,,52,,13
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",2,1,1,,,,,
"Ocupantes presentes (077)",9,2,7,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (079)",55,46,2,,,1,,6
"Ocupantes presentes (080)",194,157,9,,,1,,27
