"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia JAEN (000)",64858,62288,19793,8795,7901,6141,7919,4924,3446,3369,2570,177317
"De 12 a 14 años (001)",7152,7097,7065,30,2,,,,,,55,34
"De 15 a 19 años (002)",9502,9228,7746,1242,212,19,9,,,,274,1759
"De 20 a 24 años (003)",8107,7240,2690,2671,1345,403,120,11,,,867,7144
"De 25 a 29 años (004)",7088,6497,870,1957,1917,1071,591,78,13,,591,12119
"De 30 a 34 años (005)",6401,6123,435,1183,1574,1297,1246,314,64,10,278,16266
"De 35 a 39 años (006)",6012,5845,274,663,1162,1167,1606,694,219,60,167,20444
"De 40 a 44 años (007)",5031,4915,209,347,701,870,1356,825,403,204,116,21278
"De 45 a 49 años (008)",4083,4017,145,238,439,542,1044,783,480,346,66,20360
"De 50 y más años (009)",11482,11326,359,464,549,772,1947,2219,2267,2749,156,77913
"PEA (010)",15305,14312,3509,2671,2447,1792,2000,910,550,433,993,37110
"De 12 a 14 años (011)",291,290,283,7,,,,,,,1,7
"De 15 a 19 años (012)",1488,1449,1232,188,27,1,1,,,,39,249
"De 20 a 24 años (013)",2125,1773,919,557,227,55,13,2,,,352,1241
"De 25 a 29 años (014)",2062,1767,454,618,422,183,79,9,2,,295,2424
"De 30 a 34 años (015)",2078,1933,238,554,526,310,256,42,7,,145,3952
"De 35 a 39 años (016)",1984,1908,120,314,488,400,417,126,34,9,76,5485
"De 40 a 44 años (017)",1751,1713,93,180,370,364,433,163,76,34,38,5955
"De 45 a 49 años (018)",1373,1350,65,116,224,256,349,189,88,63,23,5520
"De 50 y más años (019)",2153,2129,105,137,163,223,452,379,343,327,24,12277
"Ocupada (020)",14770,13830,3278,2565,2400,1759,1962,897,541,428,940,36429
