"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia RIOJA (000)",25466,24370,85,5212,5023,4046,5022,2945,1471,566,1096,86891
"De 12 a 14 años (001)",79,33,2,27,4,,,,,,46,35
"De 15 a 19 años (002)",1305,1139,16,954,146,19,4,,,,166,1319
"De 20 a 24 años (003)",3471,3096,21,1712,1015,282,61,5,,,375,4873
"De 25 a 29 años (004)",3855,3619,6,1164,1266,754,393,33,3,,236,7854
"De 30 a 34 años (005)",3614,3506,11,579,1055,866,807,160,25,3,108,10030
"De 35 a 39 años (006)",3326,3278,5,304,673,768,1072,381,65,10,48,11727
"De 40 a 44 años (007)",2572,2537,5,148,353,503,793,509,184,42,35,11128
"De 45 a 49 años (008)",1954,1932,4,91,170,310,595,455,233,74,22,9693
"De 50 y más años (009)",5290,5230,15,233,341,544,1297,1402,961,437,60,30232
"PEA (010)",7461,7033,23,1608,1572,1295,1400,702,310,123,428,23194
"De 12 a 14 años (011)",12,7,,6,1,,,,,,5,8
"De 15 a 19 años (012)",227,192,5,166,15,5,1,,,,35,215
"De 20 a 24 años (013)",838,687,5,439,189,47,7,,,,151,987
"De 25 a 29 años (014)",1092,963,1,400,310,167,78,4,3,,129,1903
"De 30 a 34 años (015)",1148,1092,1,267,359,257,173,33,2,,56,2719
"De 35 a 39 años (016)",1242,1212,3,153,325,309,311,96,13,2,30,3824
"De 40 a 44 años (017)",922,917,2,68,178,229,260,129,42,9,5,3528
"De 45 a 49 años (018)",701,695,2,49,88,135,203,131,69,18,6,3128
"De 50 y más años (019)",1279,1268,4,60,107,146,367,309,181,94,11,6882
"Ocupada (020)",7295,6891,21,1563,1543,1274,1370,692,306,122,404,22786
