"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUARAZ (000)",131026,11935,1960,41830,36930,6559,11013,8526,12273
"Hombres (001)",63868,2671,1009,20014,20157,3393,5145,4754,6725
"Mujeres (002)",67158,9264,951,21816,16773,3166,5868,3772,5548
"PEA (003)",56085,3318,53,11348,16278,3483,7791,4187,9627
"Hombres (004)",36434,1620,22,7862,11868,2239,4339,2725,5759
"Mujeres (005)",19651,1698,31,3486,4410,1244,3452,1462,3868
"Ocupada (006)",52505,3138,50,10679,15034,3231,7340,3908,9125
"Hombres (007)",33984,1488,21,7350,10922,2090,4097,2536,5480
"Mujeres (008)",18521,1650,29,3329,4112,1141,3243,1372,3645
"Desocupada (009)",3580,180,3,669,1244,252,451,279,502
"Hombres (010)",2450,132,1,512,946,149,242,189,279
"Mujeres (011)",1130,48,2,157,298,103,209,90,223
"No PEA (012)",74941,8617,1907,30482,20652,3076,3222,4339,2646
"Hombres (013)",27434,1051,987,12152,8289,1154,806,2029,966
"Mujeres (014)",47507,7566,920,18330,12363,1922,2416,2310,1680
,,,,,,,,,
"URBANA (018)",97618,5225,1500,25539,28548,6051,10517,8246,11992
"Hombres (019)",47367,992,774,11761,14850,3082,4814,4561,6533
"Mujeres (020)",50251,4233,726,13778,13698,2969,5703,3685,5459
"PEA (021)",44307,1457,40,6222,12447,3261,7416,4056,9408
"Hombres (022)",27007,479,15,3670,8519,2066,4051,2613,5594
"Mujeres (023)",17300,978,25,2552,3928,1195,3365,1443,3814
"Ocupada (024)",41493,1371,39,5866,11503,3021,6987,3786,8920
"Hombres (025)",25203,429,15,3419,7832,1925,3825,2433,5325
"Mujeres (026)",16290,942,24,2447,3671,1096,3162,1353,3595
"Desocupada (027)",2814,86,1,356,944,240,429,270,488
"Hombres (028)",1804,50,,251,687,141,226,180,269
"Mujeres (029)",1010,36,1,105,257,99,203,90,219
"No PEA (030)",53311,3768,1460,19317,16101,2790,3101,4190,2584
"Hombres (031)",20360,513,759,8091,6331,1016,763,1948,939
"Mujeres (032)",32951,3255,701,11226,9770,1774,2338,2242,1645
,,,,,,,,,
"RURAL (036)",33408,6710,460,16291,8382,508,496,280,281
"Hombres (037)",16501,1679,235,8253,5307,311,331,193,192
"Mujeres (038)",16907,5031,225,8038,3075,197,165,87,89
"PEA (039)",11778,1861,13,5126,3831,222,375,131,219
"Hombres (040)",9427,1141,7,4192,3349,173,288,112,165
"Mujeres (041)",2351,720,6,934,482,49,87,19,54
"Ocupada (042)",11012,1767,11,4813,3531,210,353,122,205
"Hombres (043)",8781,1059,6,3931,3090,165,272,103,155
"Mujeres (044)",2231,708,5,882,441,45,81,19,50
"Desocupada (045)",766,94,2,313,300,12,22,9,14
"Hombres (046)",646,82,1,261,259,8,16,9,10
"Mujeres (047)",120,12,1,52,41,4,6,,4
"No PEA (048)",21630,4849,447,11165,4551,286,121,149,62
"Hombres (049)",7074,538,228,4061,1958,138,43,81,27
"Mujeres (050)",14556,4311,219,7104,2593,148,78,68,35
