"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia MANU",,,,
"Viviendas particulares (001)",1345,954,254,137
"Ocupantes presentes (002)",5178,3740,918,520
"Casa independiente",,,,
"Viviendas particulares (004)",1234,865,237,132
"Ocupantes presentes (005)",4824,3453,863,508
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",35,28,7,
"Ocupantes presentes (011)",136,107,29,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",40,36,4,
"Ocupantes presentes (014)",131,118,13,
"Choza o cabaña",,,,
"Viviendas particulares (016)",2,,,2
"Ocupantes presentes (017)",5,,,5
"Vivienda improvisada",,,,
"Viviendas particulares (019)",25,20,3,2
"Ocupantes presentes (020)",61,51,4,6
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",9,5,3,1
"Ocupantes presentes (023)",21,11,9,1
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",1028,764,164,100
"Ocupantes presentes (029)",3957,2995,574,388
"Casa independiente",,,,
"Viviendas particulares (031)",935,685,154,96
"Ocupantes presentes (032)",3645,2734,532,379
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",33,28,5,
"Ocupantes presentes (038)",130,107,23,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",34,31,3,
"Ocupantes presentes (041)",115,104,11,
"Choza o cabaña",,,,
"Viviendas particulares (043)",2,,,2
"Ocupantes presentes (044)",5,,,5
"Vivienda improvisada",,,,
"Viviendas particulares (046)",18,17,,1
"Ocupantes presentes (047)",46,43,,3
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",6,3,2,1
"Ocupantes presentes (050)",16,7,8,1
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",317,190,90,37
"Ocupantes presentes (056)",1221,745,344,132
"Casa independiente",,,,
"Viviendas particulares (058)",299,180,83,36
"Ocupantes presentes (059)",1179,719,331,129
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",2,,2,
"Ocupantes presentes (065)",6,,6,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",6,5,1,
"Ocupantes presentes (068)",16,14,2,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (073)",7,3,3,1
"Ocupantes presentes (074)",15,8,4,3
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",3,2,1,
"Ocupantes presentes (077)",5,4,1,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",1146,806,236,104
"Ocupantes presentes (110)",4350,3132,863,355
"Casa independiente",,,,
"Viviendas particulares (112)",1037,717,219,101
"Ocupantes presentes (113)",4001,2845,808,348
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",35,28,7,
"Ocupantes presentes (119)",136,107,29,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",40,36,4,
"Ocupantes presentes (122)",131,118,13,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",25,20,3,2
"Ocupantes presentes (128)",61,51,4,6
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",9,5,3,1
"Ocupantes presentes (131)",21,11,9,1
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",835,616,149,70
"Ocupantes presentes (137)",3156,2387,530,239
"Casa independiente",,,,
"Viviendas particulares (139)",744,537,139,68
"Ocupantes presentes (140)",2849,2126,488,235
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",33,28,5,
"Ocupantes presentes (146)",130,107,23,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",34,31,3,
"Ocupantes presentes (149)",115,104,11,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",18,17,,1
"Ocupantes presentes (155)",46,43,,3
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",6,3,2,1
"Ocupantes presentes (158)",16,7,8,1
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",311,190,87,34
"Ocupantes presentes (164)",1194,745,333,116
"Casa independiente",,,,
"Viviendas particulares (166)",293,180,80,33
"Ocupantes presentes (167)",1152,719,320,113
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",2,,2,
"Ocupantes presentes (173)",6,,6,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",6,5,1,
"Ocupantes presentes (176)",16,14,2,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",7,3,3,1
"Ocupantes presentes (182)",15,8,4,3
"Local no dest.para hab. humana",,,,
"Viviendas particulares (184)",3,2,1,
"Ocupantes presentes (185)",5,4,1,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",199,148,18,33
"Ocupantes presentes (218)",828,608,55,165
"Casa independiente",,,,
"Viviendas particulares (220)",197,148,18,31
"Ocupantes presentes (221)",823,608,55,160
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",2,,,2
"Ocupantes presentes (233)",5,,,5
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",193,148,15,30
"Ocupantes presentes (245)",801,608,44,149
"Casa independiente",,,,
"Viviendas particulares (247)",191,148,15,28
"Ocupantes presentes (248)",796,608,44,144
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",2,,,2
"Ocupantes presentes (260)",5,,,5
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",6,,3,3
"Ocupantes presentes (272)",27,,11,16
"Casa independiente",,,,
"Viviendas particulares (274)",6,,3,3
"Ocupantes presentes (275)",27,,11,16
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
