"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PAUCARTAMBO (000)",37985,7780,967,21581,6554,319,399,124,261
"Hombres (001)",19101,2201,448,11619,4196,196,208,85,148
"Mujeres (002)",18884,5579,519,9962,2358,123,191,39,113
"PEA (003)",15986,3517,83,8542,3036,175,342,71,220
"Hombres (004)",10820,1571,33,6287,2426,129,191,58,125
"Mujeres (005)",5166,1946,50,2255,610,46,151,13,95
"Ocupada (006)",15491,3478,79,8304,2846,171,325,71,217
"Hombres (007)",10432,1542,31,6094,2276,127,181,58,123
"Mujeres (008)",5059,1936,48,2210,570,44,144,13,94
"Desocupada (009)",495,39,4,238,190,4,17,,3
"Hombres (010)",388,29,2,193,150,2,10,,2
"Mujeres (011)",107,10,2,45,40,2,7,,1
"No PEA (012)",21999,4263,884,13039,3518,144,57,53,41
"Hombres (013)",8281,630,415,5332,1770,67,17,27,23
"Mujeres (014)",13718,3633,469,7707,1748,77,40,26,18
,,,,,,,,,
"URBANA (018)",7271,726,180,3207,2318,236,313,94,197
"Hombres (019)",3603,163,92,1531,1347,139,156,62,113
"Mujeres (020)",3668,563,88,1676,971,97,157,32,84
"PEA (021)",3144,268,14,1115,1136,127,269,50,165
"Hombres (022)",2010,92,6,713,833,88,143,40,95
"Mujeres (023)",1134,176,8,402,303,39,126,10,70
"Ocupada (024)",2938,256,14,1041,1034,123,258,50,162
"Hombres (025)",1847,84,6,652,750,86,136,40,93
"Mujeres (026)",1091,172,8,389,284,37,122,10,69
"Desocupada (027)",206,12,,74,102,4,11,,3
"Hombres (028)",163,8,,61,83,2,7,,2
"Mujeres (029)",43,4,,13,19,2,4,,1
"No PEA (030)",4127,458,166,2092,1182,109,44,44,32
"Hombres (031)",1593,71,86,818,514,51,13,22,18
"Mujeres (032)",2534,387,80,1274,668,58,31,22,14
,,,,,,,,,
"RURAL (036)",30714,7054,787,18374,4236,83,86,30,64
"Hombres (037)",15498,2038,356,10088,2849,57,52,23,35
"Mujeres (038)",15216,5016,431,8286,1387,26,34,7,29
"PEA (039)",12842,3249,69,7427,1900,48,73,21,55
"Hombres (040)",8810,1479,27,5574,1593,41,48,18,30
"Mujeres (041)",4032,1770,42,1853,307,7,25,3,25
"Ocupada (042)",12553,3222,65,7263,1812,48,67,21,55
"Hombres (043)",8585,1458,25,5442,1526,41,45,18,30
"Mujeres (044)",3968,1764,40,1821,286,7,22,3,25
"Desocupada (045)",289,27,4,164,88,,6,,
"Hombres (046)",225,21,2,132,67,,3,,
"Mujeres (047)",64,6,2,32,21,,3,,
"No PEA (048)",17872,3805,718,10947,2336,35,13,9,9
"Hombres (049)",6688,559,329,4514,1256,16,4,5,5
"Mujeres (050)",11184,3246,389,6433,1080,19,9,4,4
