"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ICA (000)",286095,5715,3335,70749,114151,16320,22511,19012,34302
"Hombres (001)",139169,1621,1707,33342,58655,7654,8968,10044,17178
"Mujeres (002)",146926,4094,1628,37407,55496,8666,13543,8968,17124
"PEA (003)",135303,1304,65,14805,58687,9338,15934,9399,25771
"Hombres (004)",83850,550,34,9150,39686,5687,7867,6206,14670
"Mujeres (005)",51453,754,31,5655,19001,3651,8067,3193,11101
"Ocupada (006)",129962,1236,60,14290,56409,8951,15242,8960,24814
"Hombres (007)",80799,504,31,8801,38224,5477,7591,5943,14228
"Mujeres (008)",49163,732,29,5489,18185,3474,7651,3017,10586
"Desocupada (009)",5341,68,5,515,2278,387,692,439,957
"Hombres (010)",3051,46,3,349,1462,210,276,263,442
"Mujeres (011)",2290,22,2,166,816,177,416,176,515
"No PEA (012)",150792,4411,3270,55944,55464,6982,6577,9613,8531
"Hombres (013)",55319,1071,1673,24192,18969,1967,1101,3838,2508
"Mujeres (014)",95473,3340,1597,31752,36495,5015,5476,5775,6023
,,,,,,,,,
"URBANA (018)",261724,4746,3136,62758,103120,15314,21209,18263,33178
"Hombres (019)",126682,1357,1604,29404,52579,7199,8361,9620,16558
"Mujeres (020)",135042,3389,1532,33354,50541,8115,12848,8643,16620
"PEA (021)",123416,1036,58,12437,52164,8807,14984,9020,24910
"Hombres (022)",75635,430,30,7491,34990,5337,7308,5920,14129
"Mujeres (023)",47781,606,28,4946,17174,3470,7676,3100,10781
"Ocupada (024)",118522,984,53,12003,50093,8445,14350,8606,23988
"Hombres (025)",72860,395,27,7201,33661,5139,7059,5674,13704
"Mujeres (026)",45662,589,26,4802,16432,3306,7291,2932,10284
"Desocupada (027)",4894,52,5,434,2071,362,634,414,922
"Hombres (028)",2775,35,3,290,1329,198,249,246,425
"Mujeres (029)",2119,17,2,144,742,164,385,168,497
"No PEA (030)",138308,3710,3078,50321,50956,6507,6225,9243,8268
"Hombres (031)",51047,927,1574,21913,17589,1862,1053,3700,2429
"Mujeres (032)",87261,2783,1504,28408,33367,4645,5172,5543,5839
,,,,,,,,,
"RURAL (036)",24371,969,199,7991,11031,1006,1302,749,1124
"Hombres (037)",12487,264,103,3938,6076,455,607,424,620
"Mujeres (038)",11884,705,96,4053,4955,551,695,325,504
"PEA (039)",11887,268,7,2368,6523,531,950,379,861
"Hombres (040)",8215,120,4,1659,4696,350,559,286,541
"Mujeres (041)",3672,148,3,709,1827,181,391,93,320
"Ocupada (042)",11440,252,7,2287,6316,506,892,354,826
"Hombres (043)",7939,109,4,1600,4563,338,532,269,524
"Mujeres (044)",3501,143,3,687,1753,168,360,85,302
"Desocupada (045)",447,16,,81,207,25,58,25,35
"Hombres (046)",276,11,,59,133,12,27,17,17
"Mujeres (047)",171,5,,22,74,13,31,8,18
"No PEA (048)",12484,701,192,5623,4508,475,352,370,263
"Hombres (049)",4272,144,99,2279,1380,105,48,138,79
"Mujeres (050)",8212,557,93,3344,3128,370,304,232,184
