"CUADRO Nº 5: POBLACIÓN EN VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia SANTA (000)",4360,4360,
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",495,495,
"Casa pensión (003)",76,76,
"Hospital, clinica (004)",962,962,
"Cárcel, centro de readaptación social (005)",876,876,
"Aldea infantil, orfelinato, etc (007)",235,235,
"Otro (008)",1190,1190,
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",526,526,
