"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia PAUCAR DEL SARA SARA",,,,,,
"Viviendas particulares (001)",3207,3155,47,5,,
"Ocupantes presentes (002)",10758,10387,324,47,,
"Casa independiente",,,,,,
"Viviendas particulares (004)",2938,2899,36,3,,
"Ocupantes presentes (005)",9851,9567,253,31,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",9,8,1,,,
"Ocupantes presentes (011)",37,32,5,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",99,87,10,2,,
"Ocupantes presentes (014)",298,216,66,16,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",157,157,,,,
"Ocupantes presentes (017)",562,562,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",1,1,,,,
"Ocupantes presentes (020)",5,5,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",3,3,,,,
"Ocupantes presentes (023)",5,5,,,,
"Otro tipo",,,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",2137,2087,45,5,,
"Ocupantes presentes (029)",7318,6959,312,47,,
"Casa independiente",,,,,,
"Viviendas particulares (031)",2026,1989,34,3,,
"Ocupantes presentes (032)",6974,6702,241,31,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",9,8,1,,,
"Ocupantes presentes (038)",37,32,5,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",99,87,10,2,,
"Ocupantes presentes (041)",298,216,66,16,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",1,1,,,,
"Ocupantes presentes (047)",5,5,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",2,2,,,,
"Ocupantes presentes (050)",4,4,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",1070,1068,2,,,
"Ocupantes presentes (056)",3440,3428,12,,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",912,910,2,,,
"Ocupantes presentes (059)",2877,2865,12,,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",157,157,,,,
"Ocupantes presentes (071)",562,562,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",1,1,,,,
"Ocupantes presentes (077)",1,1,,,,
"Otro tipo",,,,,,
