"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia SECHURA (000)",978,40,497,261,155,25
"Conviviente (001)",266,1,134,89,39,3
"Separado(a) (002)",16,,7,6,3,
"Casado(a) (003)",255,,25,117,97,16
"Viudo(a) (004)",9,,,1,6,2
"Divorciado(a) (005)",1,,,,,1
"Soltero(a) (006)",431,39,331,48,10,3
"Hombres (008)",829,31,400,228,145,25
"Conviviente (009)",233,1,112,80,37,3
"Separado(a) (010)",10,,4,4,2,
"Casado(a) (011)",238,,21,108,93,16
"Viudo(a) (012)",8,,,1,5,2
"Divorciado(a) (013)",1,,,,,1
"Soltero(a) (014)",339,30,263,35,8,3
"Mujeres (016)",149,9,97,33,10,
"Conviviente (017)",33,,22,9,2,
"Separado(a) (018)",6,,3,2,1,
"Casado(a) (019)",17,,4,9,4,
"Viudo(a) (020)",1,,,,1,
"Soltero(a) (022)",92,9,68,13,2,
,,,,,,
"AREA URBANA (024)",925,38,466,247,151,23
"Conviviente (025)",251,1,126,84,38,2
"Separado(a) (026)",16,,7,6,3,
"Casado(a) (027)",244,,24,111,94,15
"Viudo(a) (028)",9,,,1,6,2
"Divorciado(a) (029)",1,,,,,1
"Soltero(a) (030)",404,37,309,45,10,3
"Hombres (032)",780,30,372,214,141,23
"Conviviente (033)",219,1,105,75,36,2
"Separado(a) (034)",10,,4,4,2,
"Casado(a) (035)",227,,20,102,90,15
"Viudo(a) (036)",8,,,1,5,2
"Divorciado(a) (037)",1,,,,,1
"Soltero(a) (038)",315,29,243,32,8,3
"Mujeres (040)",145,8,94,33,10,
"Conviviente (041)",32,,21,9,2,
"Separado(a) (042)",6,,3,2,1,
"Casado(a) (043)",17,,4,9,4,
"Viudo(a) (044)",1,,,,1,
"Soltero(a) (046)",89,8,66,13,2,
,,,,,,
"AREA RURAL (048)",53,2,31,14,4,2
"Conviviente (049)",15,,8,5,1,1
"Casado(a) (051)",11,,1,6,3,1
"Soltero(a) (054)",27,2,22,3,,
"Hombres (056)",49,1,28,14,4,2
"Conviviente (057)",14,,7,5,1,1
"Casado(a) (059)",11,,1,6,3,1
"Soltero(a) (062)",24,1,20,3,,
"Mujeres (064)",4,1,3,,,
"Conviviente (065)",1,,1,,,
"Soltero(a) (070)",3,1,2,,,
