"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia COTABAMBAS",,,,,,,
"Viviendas particulares (001)",11224,832,130,84,9973,93,112
"Ocupantes presentes (002)",45009,2587,531,343,40873,263,412
"Casa independiente",,,,,,,
"Viviendas particulares (004)",9142,751,77,75,8053,80,106
"Ocupantes presentes (005)",36197,2338,328,296,32595,237,403
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",5,2,,,2,1,
"Ocupantes presentes (008)",22,12,,,9,1,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",5,2,,,3,,
"Ocupantes presentes (011)",15,4,,,11,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",57,48,,,6,1,2
"Ocupantes presentes (014)",170,149,,,17,1,3
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",2000,25,53,9,1907,3,3
"Ocupantes presentes (017)",8579,76,203,47,8239,9,5
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",10,,,,1,8,1
"Ocupantes presentes (023)",17,,,,1,15,1
"Otro tipo",,,,,,,
"Viviendas particulares (025)",5,4,,,1,,
"Ocupantes presentes (026)",9,8,,,1,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",2967,615,74,41,2138,37,62
"Ocupantes presentes (029)",11590,1922,323,160,8833,102,250
"Casa independiente",,,,,,,
"Viviendas particulares (031)",2891,560,74,41,2126,31,59
"Ocupantes presentes (032)",11367,1750,323,160,8795,93,246
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",5,2,,,2,1,
"Ocupantes presentes (035)",22,12,,,9,1,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",5,2,,,3,,
"Ocupantes presentes (038)",15,4,,,11,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",57,48,,,6,1,2
"Ocupantes presentes (041)",170,149,,,17,1,3
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",5,,,,,4,1
"Ocupantes presentes (050)",8,,,,,7,1
"Otro tipo",,,,,,,
"Viviendas particulares (052)",4,3,,,1,,
"Ocupantes presentes (053)",8,7,,,1,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",8257,217,56,43,7835,56,50
"Ocupantes presentes (056)",33419,665,208,183,32040,161,162
"Casa independiente",,,,,,,
"Viviendas particulares (058)",6251,191,3,34,5927,49,47
"Ocupantes presentes (059)",24830,588,5,136,23800,144,157
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",2000,25,53,9,1907,3,3
"Ocupantes presentes (071)",8579,76,203,47,8239,9,5
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",5,,,,1,4,
"Ocupantes presentes (077)",9,,,,1,8,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,1,,,,,
"Ocupantes presentes (080)",1,1,,,,,
