"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia LEONCIO PRADO (000)",40962,99321,90080,,2032,90.7,2
"De 12 a 14 años (001)",4080,26,26,,11,100,42.3
"De 15 a 19 años (002)",5982,1338,1309,330,97.8,24.7,
"De 20 a 24 años (003)",5337,4635,4544,493,98,10.6,
"De 25 a 29 años (004)",4711,7686,7487,436,97.4,5.7,
"De 30 a 34 años (005)",4021,9892,9528,395,96.3,4,
"De 35 a 39 años (006)",3985,12938,12311,237,95.2,1.8,
"De 40 a 44 años (007)",3344,13002,12156,107,93.5,0.8,
"De 45 a 49 años (008)",2747,11957,10963,23,91.7,0.2,
"De 50 y más años (009)",6755,37847,31756,,83.9,,
"PEA (010)",12824,32392,29823,391,92.1,1.2,
"De 12 a 14 años (011)",224,5,5,1,100,20,
"De 15 a 19 años (012)",1189,254,247,40,97.2,15.7,
"De 20 a 24 años (013)",1588,1066,1048,82,98.3,7.7,
"De 25 a 29 años (014)",1646,2042,1986,81,97.3,4,
"De 30 a 34 años (015)",1571,3210,3100,83,96.6,2.6,
"De 35 a 39 años (016)",1685,4761,4555,62,95.7,1.3,
"De 40 a 44 años (017)",1531,5245,4969,29,94.7,0.6,
"De 45 a 49 años (018)",1273,4936,4555,13,92.3,0.3,
"De 50 y más años (019)",2117,10873,9358,,86.1,,
"Ocupada (020)",12156,31347,28849,370,92,1.2,
"De 12 a 14 años (021)",200,4,4,1,100,25,
"De 15 a 19 años (022)",1069,233,226,37,97,15.9,
"De 20 a 24 años (023)",1428,1000,983,72,98.3,7.2,
"De 25 a 29 años (024)",1523,1939,1884,79,97.2,4.1,
"De 30 a 34 años (025)",1494,3052,2949,81,96.6,2.7,
"De 35 a 39 años (026)",1636,4632,4434,60,95.7,1.3,
"De 40 a 44 años (027)",1501,5130,4859,27,94.7,0.5,
"De 45 a 49 años (028)",1246,4811,4439,13,92.3,0.3,
"De 50 y más años (029)",2059,10546,9071,,86,,
"Desocupada (030)",668,1045,974,21,93.2,2,
"De 12 a 14 años (031)",24,1,1,,100,,
"De 15 a 19 años (032)",120,21,21,3,100,14.3,
"De 20 a 24 años (033)",160,66,65,10,98.5,15.2,
"De 25 a 29 años (034)",123,103,102,2,99,1.9,
"De 30 a 34 años (035)",77,158,151,2,95.6,1.3,
