"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia SUCRE (000)",67,24,43
"Sin nivel (001)",4,1,3
"Primaria (003)",22,5,17
"Secundaria (004)",33,15,18
"Superior no univ. incompleta (005)",2,1,1
"Superior no univ. completa (006)",4,2,2
"Superior univ. completa (008)",2,,2
"Hombres (010)",53,19,34
"Sin nivel (011)",3,1,2
"Primaria (013)",18,5,13
"Secundaria (014)",27,11,16
"Superior no univ. incompleta (015)",1,1,
"Superior no univ. completa (016)",2,1,1
"Superior univ. completa (018)",2,,2
"Mujeres (020)",14,5,9
"Sin nivel (021)",1,,1
"Primaria (023)",4,,4
"Secundaria (024)",6,4,2
"Superior no univ. incompleta (025)",1,,1
"Superior no univ. completa (026)",2,1,1
,,,
"AREA URBANA (030)",30,9,21
"Primaria (033)",8,1,7
"Secundaria (034)",17,7,10
"Superior no univ. incompleta (035)",1,,1
"Superior no univ. completa (036)",2,1,1
"Superior univ. completa (038)",2,,2
"Hombres (040)",20,6,14
"Primaria (043)",5,1,4
"Secundaria (044)",13,5,8
"Superior univ. completa (048)",2,,2
"Mujeres (050)",10,3,7
"Primaria (053)",3,,3
"Secundaria (054)",4,2,2
"Superior no univ. incompleta (055)",1,,1
"Superior no univ. completa (056)",2,1,1
,,,
"AREA RURAL (060)",37,15,22
"Sin nivel (061)",4,1,3
"Primaria (063)",14,4,10
"Secundaria (064)",16,8,8
"Superior no univ. incompleta (065)",1,1,
"Superior no univ. completa (066)",2,1,1
"Hombres (070)",33,13,20
"Sin nivel (071)",3,1,2
"Primaria (073)",13,4,9
"Secundaria (074)",14,6,8
"Superior no univ. incompleta (075)",1,1,
"Superior no univ. completa (076)",2,1,1
"Mujeres (080)",4,2,2
"Sin nivel (081)",1,,1
"Primaria (083)",1,,1
"Secundaria (084)",2,2,
