"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia JAUJA (000)",41075,35033,6042
"De 3 a 5 años (001)",5374,454,4920
"De 6 a 11 años (002)",12308,11399,909
"De 12 a 16 años (003)",11327,11248,79
"De 17 a 24 años (004)",12066,11932,134
"Hombres (005)",20763,17694,3069
"De 3 a 5 años (006)",2736,226,2510
"De 6 a 11 años (007)",6235,5759,476
"De 12 a 16 años (008)",5806,5779,27
"De 17 a 24 años (009)",5986,5930,56
"Mujeres (010)",20312,17339,2973
"De 3 a 5 años (011)",2638,228,2410
"De 6 a 11 años (012)",6073,5640,433
"De 12 a 16 años (013)",5521,5469,52
"De 17 a 24 años (014)",6080,6002,78
,,,
"URBANA (015)",27825,24010,3815
"De 3 a 5 años (016)",3496,304,3192
"De 6 a 11 años (017)",8005,7487,518
"De 12 a 16 años (018)",7734,7697,37
"De 17 a 24 años (019)",8590,8522,68
"Hombres (020)",14019,12041,1978
"De 3 a 5 años (021)",1809,148,1661
"De 6 a 11 años (022)",4017,3745,272
"De 12 a 16 años (023)",3908,3897,11
"De 17 a 24 años (024)",4285,4251,34
"Mujeres (025)",13806,11969,1837
"De 3 a 5 años (026)",1687,156,1531
"De 6 a 11 años (027)",3988,3742,246
"De 12 a 16 años (028)",3826,3800,26
"De 17 a 24 años (029)",4305,4271,34
,,,
"RURAL (030)",13250,11023,2227
"De 3 a 5 años (031)",1878,150,1728
"De 6 a 11 años (032)",4303,3912,391
"De 12 a 16 años (033)",3593,3551,42
"De 17 a 24 años (034)",3476,3410,66
"Hombres (035)",6744,5653,1091
"De 3 a 5 años (036)",927,78,849
"De 6 a 11 años (037)",2218,2014,204
"De 12 a 16 años (038)",1898,1882,16
"De 17 a 24 años (039)",1701,1679,22
"Mujeres (040)",6506,5370,1136
"De 3 a 5 años (041)",951,72,879
"De 6 a 11 años (042)",2085,1898,187
"De 12 a 16 años (043)",1695,1669,26
"De 17 a 24 años (044)",1775,1731,44
