"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia BOLOGNESI (000)",10942,31956,28962,,517,90.6,1.6
"De 12 a 14 años (001)",988,5,5,,,100,
"De 15 a 19 años (002)",1256,177,170,55,96,31.1,
"De 20 a 24 años (003)",1161,1010,987,131,97.7,13,
"De 25 a 29 años (004)",1053,1787,1732,123,96.9,6.9,
"De 30 a 34 años (005)",960,2405,2309,101,96,4.2,
"De 35 a 39 años (006)",939,3121,2969,71,95.1,2.3,
"De 40 a 44 años (007)",793,3238,3066,31,94.7,1,
"De 45 a 49 años (008)",662,3217,3030,5,94.2,0.2,
"De 50 y más años (009)",3130,16996,14694,,86.5,,
"PEA (010)",3194,9359,8651,125,92.4,1.3,
"De 12 a 14 años (011)",29,,,,,,
"De 15 a 19 años (012)",201,36,36,11,100,30.6,
"De 20 a 24 años (013)",390,287,282,30,98.3,10.5,
"De 25 a 29 años (014)",420,558,548,29,98.2,5.2,
"De 30 a 34 años (015)",380,736,709,24,96.3,3.3,
"De 35 a 39 años (016)",401,1210,1159,22,95.8,1.8,
"De 40 a 44 años (017)",320,1198,1143,9,95.4,0.8,
"De 45 a 49 años (018)",233,1047,984,,94,,
"De 50 y más años (019)",820,4287,3790,,88.4,,
"Ocupada (020)",3034,9178,8482,120,92.4,1.3,
"De 12 a 14 años (021)",29,,,,,,
"De 15 a 19 años (022)",170,35,35,10,100,28.6,
"De 20 a 24 años (023)",347,271,266,28,98.2,10.3,
"De 25 a 29 años (024)",383,530,524,27,98.9,5.1,
"De 30 a 34 años (025)",363,708,682,24,96.3,3.4,
"De 35 a 39 años (026)",386,1178,1129,22,95.8,1.9,
"De 40 a 44 años (027)",315,1185,1130,9,95.4,0.8,
"De 45 a 49 años (028)",227,1016,956,,94.1,,
"De 50 y más años (029)",814,4255,3760,,88.4,,
"Desocupada (030)",160,181,169,5,93.4,2.8,
"De 15 a 19 años (032)",31,1,1,1,100,100,
"De 20 a 24 años (033)",43,16,16,2,100,12.5,
"De 25 a 29 años (034)",37,28,24,2,85.7,7.1,
"De 30 a 34 años (035)",17,28,27,,96.4,,
"De 35 a 39 años (036)",15,32,30,,93.8,,
"De 40 a 44 años (037)",5,13,13,,100,,
"De 45 a 49 años (038)",6,31,28,,90.3,,
