"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia LUYA (000)",15874,397,5065,5074,3772,1566
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",65,,17,33,14,1
"Profes., científicos e intelectuales (002)",920,,200,547,166,7
"Técnicos de nivel medio y trab.asimilados (003)",172,,59,73,34,6
"Jefes y empleados de oficina (004)",153,,54,70,29,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",726,10,175,285,198,58
"Agricult.trabaj. calif. agrop. y pesqueros (006)",7525,47,1700,2424,2238,1116
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",426,4,136,133,124,29
"Obreros construc., conf., papel, fab., instr. (008)",396,,145,157,83,11
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",4737,317,2334,1119,720,247
"Otra (010)",41,,8,26,7,
"Ocupación no especificada (011)",550,1,154,167,146,82
"Desocupado (012)",163,18,83,40,13,9
"Hombres (013)",12764,336,4151,3953,3037,1287
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",49,,9,26,13,1
"Profes., científicos e intelectuales (015)",476,,92,286,93,5
"Técnicos de nivel medio y trab.asimilados (016)",90,,34,34,19,3
"Jefes y empleados de oficina (017)",71,,19,27,25,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",256,4,64,99,72,17
"Agricult.trabaj. calif. agrop. y pesqueros (019)",7293,45,1658,2360,2164,1066
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",244,2,89,82,58,13
"Obreros construc., conf., papel, fab., instr. (021)",379,,138,149,81,11
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",3652,271,1950,812,469,150
"Otra (023)",41,,8,26,7,
"Ocupación no especificada (024)",99,,37,21,26,15
"Desocupado (025)",114,14,53,31,10,6
"Mujeres (026)",3110,61,914,1121,735,279
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",16,,8,7,1,
"Profes., científicos e intelectuales (028)",444,,108,261,73,2
"Técnicos de nivel medio y trab.asimilados (029)",82,,25,39,15,3
"Jefes y empleados de oficina (030)",82,,35,43,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",470,6,111,186,126,41
"Agricult.trabaj. calif. agrop. y pesqueros (032)",232,2,42,64,74,50
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",182,2,47,51,66,16
"Obreros construc., conf., papel, fab., instr. (034)",17,,7,8,2,
