"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia LA UNION (000)",4296,53,1786,1364,440,170,57,17,3,,406
"Conviviente (001)",1287,15,583,392,114,45,12,1,,,125
"Separado(a) (002)",104,7,48,29,10,,1,2,,,7
"Casado(a) (003)",2000,24,822,677,244,75,29,9,2,,118
"Viudo(a) (004)",653,6,274,205,45,23,12,4,1,,83
"Divorciado(a) (005)",23,,7,9,4,2,,,,,1
"Soltero(a) (006)",229,1,52,52,23,25,3,1,,,72
,,,,,,,,,,,
"URBANA (008)",2050,22,733,703,266,100,40,10,2,,174
"Conviviente (009)",569,7,237,182,64,23,8,1,,,47
"Separado(a) (010)",66,6,28,18,8,,1,1,,,4
"Casado(a) (011)",962,7,323,355,153,47,23,6,2,,46
"Viudo(a) (012)",295,2,106,106,24,10,6,1,,,40
"Divorciado(a) (013)",17,,4,7,3,2,,,,,1
"Soltero(a) (014)",141,,35,35,14,18,2,1,,,36
,,,,,,,,,,,
"RURAL (016)",2246,31,1053,661,174,70,17,7,1,,232
"Conviviente (017)",718,8,346,210,50,22,4,,,,78
"Separado(a) (018)",38,1,20,11,2,,,1,,,3
"Casado(a) (019)",1038,17,499,322,91,28,6,3,,,72
"Viudo(a) (020)",358,4,168,99,21,13,6,3,1,,43
"Divorciado(a) (021)",6,,3,2,1,,,,,,
"Soltero(a) (022)",88,1,17,17,9,7,1,,,,36
