"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia TUMBES (000)",108477,14351,22227,23626,19678,13842,14753
"Católica (001)",91295,12010,18670,19683,16597,11749,12586
"Cristiana/Evangélica (002)",12700,1724,2478,2801,2364,1589,1744
"Otra (003)",2314,353,494,500,394,305,268
"Ninguna (004)",2168,264,585,642,323,199,155
"Hombres (006)",55764,7272,11620,11745,10008,7330,7789
"Católica (007)",47166,6127,9728,9827,8517,6256,6711
"Cristiana/Evangélica (008)",6009,824,1246,1265,1096,761,817
"Otra (009)",1201,178,286,248,172,166,151
"Ninguna (010)",1388,143,360,405,223,147,110
"Mujeres (012)",52713,7079,10607,11881,9670,6512,6964
"Católica (013)",44129,5883,8942,9856,8080,5493,5875
"Cristiana/Evangélica (014)",6691,900,1232,1536,1268,828,927
"Otra (015)",1113,175,208,252,222,139,117
"Ninguna (016)",780,121,225,237,100,52,45
,,,,,,,
"URBANA (018)",99710,13174,20493,21854,18203,12782,13204
"Católica (019)",83473,10992,17078,18127,15262,10802,11212
"Cristiana/Evangélica (020)",11984,1613,2376,2650,2254,1494,1597
"Otra (021)",2251,346,478,486,382,300,259
"Ninguna (022)",2002,223,561,591,305,186,136
"Hombres (024)",51142,6694,10714,10823,9236,6763,6912
"Católica (025)",43027,5633,8898,9006,7814,5746,5930
"Cristiana/Evangélica (026)",5666,770,1193,1198,1045,718,742
"Otra (027)",1165,173,277,242,165,163,145
"Ninguna (028)",1284,118,346,377,212,136,95
"Mujeres (030)",48568,6480,9779,11031,8967,6019,6292
"Católica (031)",40446,5359,8180,9121,7448,5056,5282
"Cristiana/Evangélica (032)",6318,843,1183,1452,1209,776,855
"Otra (033)",1086,173,201,244,217,137,114
"Ninguna (034)",718,105,215,214,93,50,41
,,,,,,,
"RURAL (036)",8767,1177,1734,1772,1475,1060,1549
"Católica (037)",7822,1018,1592,1556,1335,947,1374
"Cristiana/Evangélica (038)",716,111,102,151,110,95,147
"Otra (039)",63,7,16,14,12,5,9
"Ninguna (040)",166,41,24,51,18,13,19
"Hombres (042)",4622,578,906,922,772,567,877
"Católica (043)",4139,494,830,821,703,510,781
"Cristiana/Evangélica (044)",343,54,53,67,51,43,75
"Otra (045)",36,5,9,6,7,3,6
"Ninguna (046)",104,25,14,28,11,11,15
"Mujeres (048)",4145,599,828,850,703,493,672
"Católica (049)",3683,524,762,735,632,437,593
"Cristiana/Evangélica (050)",373,57,49,84,59,52,72
"Otra (051)",27,2,7,8,5,2,3
"Ninguna (052)",62,16,10,23,7,2,4
