"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CANAS (000)",38138,717,14479,8216,6294,5458,2974
"Jefe o Jefa (001)",10040,,47,1408,3267,3369,1949
"Esposa(o) / compañera(o) (002)",6132,,10,1311,2392,1834,585
"Hijo(a) / hijastro(a) (003)",18487,566,12678,4734,429,79,1
"Yerno / nuera (004)",313,,10,234,56,12,1
"Nieto(a) (005)",1361,121,1086,151,3,,
"Padres / suegros (006)",413,,,1,9,64,339
"Otro(a) pariente (007)",1155,29,580,277,104,83,82
"Trabajador(a) del hogar (008)",30,,5,18,3,3,1
"Pensionistas (009)",6,,,2,1,1,2
"Otro(a) no pariente (010)",201,1,63,80,30,13,14
"Hombres (011)",19091,368,7519,4170,3065,2634,1335
"Jefe o Jefa (012)",7233,,24,1041,2590,2424,1154
"Esposa(o) / compañera(o) (013)",364,,7,81,145,96,35
"Hijo(a) / hijastro(a) (014)",9812,294,6579,2673,224,41,1
"Yerno / nuera (015)",122,,7,78,29,8,
"Nieto(a) (016)",711,61,565,83,2,,
"Padres / suegros (017)",122,,,,4,16,102
"Otro(a) pariente (018)",595,12,296,162,50,39,36
"Trabajador(a) del hogar (019)",10,,4,5,1,,
"Pensionistas (020)",4,,,2,1,1,
"Otro(a) no pariente (021)",118,1,37,45,19,9,7
"Mujeres (022)",19047,349,6960,4046,3229,2824,1639
"Jefe o Jefa (023)",2807,,23,367,677,945,795
"Esposa(o) / compañera(o) (024)",5768,,3,1230,2247,1738,550
"Hijo(a) / hijastro(a) (025)",8675,272,6099,2061,205,38,
"Yerno / nuera (026)",191,,3,156,27,4,1
"Nieto(a) (027)",650,60,521,68,1,,
"Padres / suegros (028)",291,,,1,5,48,237
"Otro(a) pariente (029)",560,17,284,115,54,44,46
"Trabajador(a) del hogar (030)",20,,1,13,2,3,1
"Pensionistas (031)",2,,,,,,2
"Otro(a) no pariente (032)",83,,26,35,11,4,7
,,,,,,,
"URBANA (033)",6001,114,2069,1538,1157,748,375
"Jefe o Jefa (034)",1769,,18,380,634,494,243
"Esposa(o) / compañera(o) (035)",909,,2,244,395,211,57
"Hijo(a) / hijastro(a) (036)",2610,84,1747,698,67,14,
"Yerno / nuera (037)",43,,1,32,8,1,1
"Nieto(a) (038)",165,19,122,24,,,
"Padres / suegros (039)",64,,,1,2,9,52
"Otro(a) pariente (040)",309,11,148,95,30,10,15
"Trabajador(a) del hogar (041)",16,,4,10,,1,1
"Pensionistas (042)",4,,,2,1,,1
"Otro(a) no pariente (043)",112,,27,52,20,8,5
"Hombres (044)",3003,50,1068,789,565,374,157
"Jefe o Jefa (045)",1198,,6,250,468,342,132
"Esposa(o) / compañera(o) (046)",67,,1,22,31,11,2
"Hijo(a) / hijastro(a) (047)",1397,37,900,412,38,10,
"Yerno / nuera (048)",18,,1,13,4,,
"Nieto(a) (049)",83,10,61,12,,,
"Padres / suegros (050)",17,,,,,3,14
"Otro(a) pariente (051)",149,3,78,47,11,3,7
"Trabajador(a) del hogar (052)",5,,3,2,,,
"Pensionistas (053)",3,,,2,1,,
"Otro(a) no pariente (054)",66,,18,29,12,5,2
"Mujeres (055)",2998,64,1001,749,592,374,218
"Jefe o Jefa (056)",571,,12,130,166,152,111
"Esposa(o) / compañera(o) (057)",842,,1,222,364,200,55
"Hijo(a) / hijastro(a) (058)",1213,47,847,286,29,4,
"Yerno / nuera (059)",25,,,19,4,1,1
"Nieto(a) (060)",82,9,61,12,,,
"Padres / suegros (061)",47,,,1,2,6,38
"Otro(a) pariente (062)",160,8,70,48,19,7,8
"Trabajador(a) del hogar (063)",11,,1,8,,1,1
"Pensionistas (064)",1,,,,,,1
"Otro(a) no pariente (065)",46,,9,23,8,3,3
,,,,,,,
"RURAL (066)",32137,603,12410,6678,5137,4710,2599
"Jefe o Jefa (067)",8271,,29,1028,2633,2875,1706
"Esposa(o) / compañera(o) (068)",5223,,8,1067,1997,1623,528
"Hijo(a) / hijastro(a) (069)",15877,482,10931,4036,362,65,1
"Yerno / nuera (070)",270,,9,202,48,11,
"Nieto(a) (071)",1196,102,964,127,3,,
"Padres / suegros (072)",349,,,,7,55,287
"Otro(a) pariente (073)",846,18,432,182,74,73,67
"Trabajador(a) del hogar (074)",14,,1,8,3,2,
"Pensionistas (075)",2,,,,,1,1
"Otro(a) no pariente (076)",89,1,36,28,10,5,9
"Hombres (077)",16088,318,6451,3381,2500,2260,1178
"Jefe o Jefa (078)",6035,,18,791,2122,2082,1022
"Esposa(o) / compañera(o) (079)",297,,6,59,114,85,33
"Hijo(a) / hijastro(a) (080)",8415,257,5679,2261,186,31,1
"Yerno / nuera (081)",104,,6,65,25,8,
"Nieto(a) (082)",628,51,504,71,2,,
"Padres / suegros (083)",105,,,,4,13,88
"Otro(a) pariente (084)",446,9,218,115,39,36,29
"Trabajador(a) del hogar (085)",5,,1,3,1,,
"Pensionistas (086)",1,,,,,1,
"Otro(a) no pariente (087)",52,1,19,16,7,4,5
"Mujeres (088)",16049,285,5959,3297,2637,2450,1421
"Jefe o Jefa (089)",2236,,11,237,511,793,684
"Esposa(o) / compañera(o) (090)",4926,,2,1008,1883,1538,495
"Hijo(a) / hijastro(a) (091)",7462,225,5252,1775,176,34,
"Yerno / nuera (092)",166,,3,137,23,3,
"Nieto(a) (093)",568,51,460,56,1,,
"Padres / suegros (094)",244,,,,3,42,199
"Otro(a) pariente (095)",400,9,214,67,35,37,38
"Trabajador(a) del hogar (096)",9,,,5,2,2,
"Pensionistas (097)",1,,,,,,1
"Otro(a) no pariente (098)",37,,17,12,3,1,4
