"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia CONTRALMIRANTE VILLAR (000)",7274,6081,1193
"De 3 a 5 años (001)",1090,112,978
"De 6 a 11 años (002)",1930,1761,169
"De 12 a 16 años (003)",1772,1755,17
"De 17 a 24 años (004)",2482,2453,29
"Hombres (005)",3788,3180,608
"De 3 a 5 años (006)",558,57,501
"De 6 a 11 años (007)",1021,934,87
"De 12 a 16 años (008)",925,920,5
"De 17 a 24 años (009)",1284,1269,15
"Mujeres (010)",3486,2901,585
"De 3 a 5 años (011)",532,55,477
"De 6 a 11 años (012)",909,827,82
"De 12 a 16 años (013)",847,835,12
"De 17 a 24 años (014)",1198,1184,14
,,,
"URBANA (015)",5884,4918,966
"De 3 a 5 años (016)",884,93,791
"De 6 a 11 años (017)",1544,1406,138
"De 12 a 16 años (018)",1430,1416,14
"De 17 a 24 años (019)",2026,2003,23
"Hombres (020)",3040,2555,485
"De 3 a 5 años (021)",453,49,404
"De 6 a 11 años (022)",819,752,67
"De 12 a 16 años (023)",732,728,4
"De 17 a 24 años (024)",1036,1026,10
"Mujeres (025)",2844,2363,481
"De 3 a 5 años (026)",431,44,387
"De 6 a 11 años (027)",725,654,71
"De 12 a 16 años (028)",698,688,10
"De 17 a 24 años (029)",990,977,13
,,,
"RURAL (030)",1390,1163,227
"De 3 a 5 años (031)",206,19,187
"De 6 a 11 años (032)",386,355,31
"De 12 a 16 años (033)",342,339,3
"De 17 a 24 años (034)",456,450,6
"Hombres (035)",748,625,123
"De 3 a 5 años (036)",105,8,97
"De 6 a 11 años (037)",202,182,20
"De 12 a 16 años (038)",193,192,1
"De 17 a 24 años (039)",248,243,5
"Mujeres (040)",642,538,104
"De 3 a 5 años (041)",101,11,90
"De 6 a 11 años (042)",184,173,11
"De 12 a 16 años (043)",149,147,2
"De 17 a 24 años (044)",208,207,1
