"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia PACHITEA",,,,
"Viviendas particulares (001)",2250,1672,370,208
"Ocupantes presentes (002)",9759,7103,1713,943
"Casa independiente",,,,
"Viviendas particulares (004)",2184,1617,360,207
"Ocupantes presentes (005)",9512,6900,1670,942
"Departamento en edificio",,,,
"Viviendas particulares (007)",12,11,1,
"Ocupantes presentes (008)",52,44,8,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",21,19,2,
"Ocupantes presentes (011)",71,64,7,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",32,25,7,
"Ocupantes presentes (014)",123,95,28,
"Choza o cabaña",,,,
"Viviendas particulares (016)",1,,,1
"Ocupantes presentes (017)",1,,,1
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",1939,1412,339,188
"Ocupantes presentes (029)",8324,5880,1569,875
"Casa independiente",,,,
"Viviendas particulares (031)",1881,1363,330,188
"Ocupantes presentes (032)",8115,5709,1531,875
"Departamento en edificio",,,,
"Viviendas particulares (034)",12,11,1,
"Ocupantes presentes (035)",52,44,8,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",18,16,2,
"Ocupantes presentes (038)",54,47,7,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",28,22,6,
"Ocupantes presentes (041)",103,80,23,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",311,260,31,20
"Ocupantes presentes (056)",1435,1223,144,68
"Casa independiente",,,,
"Viviendas particulares (058)",303,254,30,19
"Ocupantes presentes (059)",1397,1191,139,67
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",3,3,,
"Ocupantes presentes (065)",17,17,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",4,3,1,
"Ocupantes presentes (068)",20,15,5,
"Choza o cabaña",,,,
"Viviendas particulares (070)",1,,,1
"Ocupantes presentes (071)",1,,,1
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",1405,1222,161,22
"Ocupantes presentes (110)",5773,5006,682,85
"Casa independiente",,,,
"Viviendas particulares (112)",1340,1167,151,22
"Ocupantes presentes (113)",5527,4803,639,85
"Departamento en edificio",,,,
"Viviendas particulares (115)",12,11,1,
"Ocupantes presentes (116)",52,44,8,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",21,19,2,
"Ocupantes presentes (119)",71,64,7,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",32,25,7,
"Ocupantes presentes (122)",123,95,28,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",1220,1055,144,21
"Ocupantes presentes (137)",4994,4299,611,84
"Casa independiente",,,,
"Viviendas particulares (139)",1162,1006,135,21
"Ocupantes presentes (140)",4785,4128,573,84
"Departamento en edificio",,,,
"Viviendas particulares (142)",12,11,1,
"Ocupantes presentes (143)",52,44,8,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",18,16,2,
"Ocupantes presentes (146)",54,47,7,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",28,22,6,
"Ocupantes presentes (149)",103,80,23,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",185,167,17,1
"Ocupantes presentes (164)",779,707,71,1
"Casa independiente",,,,
"Viviendas particulares (166)",178,161,16,1
"Ocupantes presentes (167)",742,675,66,1
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",3,3,,
"Ocupantes presentes (173)",17,17,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",4,3,1,
"Ocupantes presentes (176)",20,15,5,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",845,450,209,186
"Ocupantes presentes (218)",3986,2097,1031,858
"Casa independiente",,,,
"Viviendas particulares (220)",844,450,209,185
"Ocupantes presentes (221)",3985,2097,1031,857
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",1,,,1
"Ocupantes presentes (233)",1,,,1
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",719,357,195,167
"Ocupantes presentes (245)",3330,1581,958,791
"Casa independiente",,,,
"Viviendas particulares (247)",719,357,195,167
"Ocupantes presentes (248)",3330,1581,958,791
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",126,93,14,19
"Ocupantes presentes (272)",656,516,73,67
"Casa independiente",,,,
"Viviendas particulares (274)",125,93,14,18
"Ocupantes presentes (275)",655,516,73,66
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",1,,,1
"Ocupantes presentes (287)",1,,,1
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
