"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUACAYBAMBA (000)",4423,43,1224,1688,1092,376
"Empleado (001)",549,,89,317,136,7
"Obrero (002)",532,7,211,173,105,36
"Trabajador independiente (003)",2615,,543,998,773,301
"Empleador o patrono (004)",22,,2,9,8,3
"Trabajador familiar no remunerado (005)",622,34,333,170,63,22
"Trabajador del hogar (006)",83,2,46,21,7,7
"Hombres (008)",3670,31,997,1359,953,330
"Empleado (009)",359,,45,199,108,7
"Obrero (010)",503,6,195,166,101,35
"Trabajador independiente (011)",2314,,470,879,697,268
"Empleador o patrono (012)",19,,2,7,7,3
"Trabajador familiar no remunerado (013)",458,23,277,104,39,15
"Trabajador del hogar (014)",17,2,8,4,1,2
"Mujeres (016)",753,12,227,329,139,46
"Empleado (017)",190,,44,118,28,
"Obrero (018)",29,1,16,7,4,1
"Trabajador independiente (019)",301,,73,119,76,33
"Empleador o patrono (020)",3,,,2,1,
"Trabajador familiar no remunerado (021)",164,11,56,66,24,7
"Trabajador del hogar (022)",66,,38,17,6,5
,,,,,,
"URBANA (024)",1069,7,253,471,282,56
"Empleado (025)",359,,57,203,93,6
"Obrero (026)",121,,40,41,30,10
"Trabajador independiente (027)",428,,94,171,134,29
"Empleador o patrono (028)",10,,,5,4,1
"Trabajador familiar no remunerado (029)",109,6,40,38,18,7
"Trabajador del hogar (030)",42,1,22,13,3,3
"Hombres (032)",766,5,171,318,223,49
"Empleado (033)",240,,26,132,76,6
"Obrero (034)",115,,37,39,29,10
"Trabajador independiente (035)",331,,73,124,106,28
"Empleador o patrono (036)",7,,,3,3,1
"Trabajador familiar no remunerado (037)",65,4,31,17,9,4
"Trabajador del hogar (038)",8,1,4,3,,
"Mujeres (040)",303,2,82,153,59,7
"Empleado (041)",119,,31,71,17,
"Obrero (042)",6,,3,2,1,
"Trabajador independiente (043)",97,,21,47,28,1
"Empleador o patrono (044)",3,,,2,1,
"Trabajador familiar no remunerado (045)",44,2,9,21,9,3
"Trabajador del hogar (046)",34,,18,10,3,3
,,,,,,
"RURAL (048)",3354,36,971,1217,810,320
"Empleado (049)",190,,32,114,43,1
"Obrero (050)",411,7,171,132,75,26
"Trabajador independiente (051)",2187,,449,827,639,272
"Empleador o patrono (052)",12,,2,4,4,2
"Trabajador familiar no remunerado (053)",513,28,293,132,45,15
"Trabajador del hogar (054)",41,1,24,8,4,4
"Hombres (056)",2904,26,826,1041,730,281
"Empleado (057)",119,,19,67,32,1
"Obrero (058)",388,6,158,127,72,25
"Trabajador independiente (059)",1983,,397,755,591,240
"Empleador o patrono (060)",12,,2,4,4,2
"Trabajador familiar no remunerado (061)",393,19,246,87,30,11
"Trabajador del hogar (062)",9,1,4,1,1,2
"Mujeres (064)",450,10,145,176,80,39
"Empleado (065)",71,,13,47,11,
"Obrero (066)",23,1,13,5,3,1
"Trabajador independiente (067)",204,,52,72,48,32
"Trabajador familiar no remunerado (069)",120,9,47,45,15,4
"Trabajador del hogar (070)",32,,20,7,3,2
