"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUARI (000)",1212,26,574,337,191,84
"Sin nivel (001)",135,4,27,38,40,26
"Educación inicial (002)",1,1,,,,
"Primaria (003)",387,14,97,125,106,45
"Secundaria (004)",487,7,325,111,37,7
"Superior no univ. incompleta (005)",47,,32,11,4,
"Superior no univ. completa (006)",107,,64,37,2,4
"Superior univ. incompleta (007)",15,,14,,,1
"Superior univ. completa (008)",33,,15,15,2,1
"Hombres (010)",1023,16,452,293,182,80
"Sin nivel (011)",108,3,15,31,37,22
"Educación inicial (012)",1,1,,,,
"Primaria (013)",351,9,80,116,101,45
"Secundaria (014)",416,3,267,102,37,7
"Superior no univ. incompleta (015)",37,,22,11,4,
"Superior no univ. completa (016)",74,,46,23,1,4
"Superior univ. incompleta (017)",13,,12,,,1
"Superior univ. completa (018)",23,,10,10,2,1
"Mujeres (020)",189,10,122,44,9,4
"Sin nivel (021)",27,1,12,7,3,4
"Primaria (023)",36,5,17,9,5,
"Secundaria (024)",71,4,58,9,,
"Superior no univ. incompleta (025)",10,,10,,,
"Superior no univ. completa (026)",33,,18,14,1,
"Superior univ. incompleta (027)",2,,2,,,
"Superior univ. completa (028)",10,,5,5,,
,,,,,,
"Area Urbana (030)",499,10,236,143,70,40
"Sin nivel (031)",41,1,5,12,13,10
"Primaria (033)",111,6,23,34,31,17
"Secundaria (034)",205,3,127,48,20,7
"Superior no univ. incompleta (035)",29,,15,11,3,
"Superior no univ. completa (036)",75,,44,26,1,4
"Superior univ. incompleta (037)",11,,10,,,1
"Superior univ. completa (038)",27,,12,12,2,1
"Hombres (040)",400,6,178,114,64,38
"Sin nivel (041)",33,1,2,9,13,8
"Primaria (043)",94,4,16,31,26,17
"Secundaria (044)",172,1,103,41,20,7
"Superior no univ. incompleta (045)",24,,10,11,3,
"Superior no univ. completa (046)",50,,32,14,,4
"Superior univ. incompleta (047)",9,,8,,,1
"Superior univ. completa (048)",18,,7,8,2,1
"Mujeres (050)",99,4,58,29,6,2
"Sin nivel (051)",8,,3,3,,2
"Primaria (053)",17,2,7,3,5,
"Secundaria (054)",33,2,24,7,,
"Superior no univ. incompleta (055)",5,,5,,,
"Superior no univ. completa (056)",25,,12,12,1,
"Superior univ. incompleta (057)",2,,2,,,
"Superior univ. completa (058)",9,,5,4,,
,,,,,,
"Area Rural (060)",713,16,338,194,121,44
"Sin nivel (061)",94,3,22,26,27,16
"Educación inicial (062)",1,1,,,,
"Primaria (063)",276,8,74,91,75,28
"Secundaria (064)",282,4,198,63,17,
"Superior no univ. incompleta (065)",18,,17,,1,
"Superior no univ. completa (066)",32,,20,11,1,
"Superior univ. incompleta (067)",4,,4,,,
"Superior univ. completa (068)",6,,3,3,,
"Hombres (070)",623,10,274,179,118,42
"Sin nivel (071)",75,2,13,22,24,14
"Educación inicial (072)",1,1,,,,
"Primaria (073)",257,5,64,85,75,28
"Secundaria (074)",244,2,164,61,17,
"Superior no univ. incompleta (075)",13,,12,,1,
"Superior no univ. completa (076)",24,,14,9,1,
"Superior univ. incompleta (077)",4,,4,,,
"Superior univ. completa (078)",5,,3,2,,
"Mujeres (080)",90,6,64,15,3,2
"Sin nivel (081)",19,1,9,4,3,2
"Primaria (083)",19,3,10,6,,
"Secundaria (084)",38,2,34,2,,
"Superior no univ. incompleta (085)",5,,5,,,
"Superior no univ. completa (086)",8,,6,2,,
"Superior univ. completa (088)",1,,,1,,
