"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia RIOJA (000)",89924,24395,28708,20330,12578,3913
"Hombres (001)",46640,12456,14612,10490,7003,2079
"Mujeres (002)",43284,11939,14096,9840,5575,1834
"PEA (003)",37897,1461,14117,12844,7885,1590
"Hombres (004)",28421,1056,10565,9359,6126,1315
"Mujeres (005)",9476,405,3552,3485,1759,275
"Ocupada (006)",36917,1401,13599,12605,7753,1559
"Hombres (007)",27713,1016,10208,9181,6020,1288
"Mujeres (008)",9204,385,3391,3424,1733,271
"Desocupada (009)",980,60,518,239,132,31
"Hombres (010)",708,40,357,178,106,27
"Mujeres (011)",272,20,161,61,26,4
"No PEA (012)",52027,22934,14591,7486,4693,2323
"Hombres (013)",18219,11400,4047,1131,877,764
"Mujeres (014)",33808,11534,10544,6355,3816,1559
,,,,,,
"URBANA (018)",65201,16905,20493,15490,9392,2921
"Hombres (019)",33339,8558,10207,7835,5233,1506
"Mujeres (020)",31862,8347,10286,7655,4159,1415
"PEA (021)",28612,1069,10174,10116,6111,1142
"Hombres (022)",20359,741,7168,6972,4567,911
"Mujeres (023)",8253,328,3006,3144,1544,231
"Ocupada (024)",27769,1024,9736,9908,5987,1114
"Hombres (025)",19764,712,6879,6818,4468,887
"Mujeres (026)",8005,312,2857,3090,1519,227
"Desocupada (027)",843,45,438,208,124,28
"Hombres (028)",595,29,289,154,99,24
"Mujeres (029)",248,16,149,54,25,4
"No PEA (030)",36589,15836,10319,5374,3281,1779
"Hombres (031)",12980,7817,3039,863,666,595
"Mujeres (032)",23609,8019,7280,4511,2615,1184
,,,,,,
"RURAL (036)",24723,7490,8215,4840,3186,992
"Hombres (037)",13301,3898,4405,2655,1770,573
"Mujeres (038)",11422,3592,3810,2185,1416,419
"PEA (039)",9285,392,3943,2728,1774,448
"Hombres (040)",8062,315,3397,2387,1559,404
"Mujeres (041)",1223,77,546,341,215,44
"Ocupada (042)",9148,377,3863,2697,1766,445
"Hombres (043)",7949,304,3329,2363,1552,401
"Mujeres (044)",1199,73,534,334,214,44
"Desocupada (045)",137,15,80,31,8,3
"Hombres (046)",113,11,68,24,7,3
"Mujeres (047)",24,4,12,7,1,
"No PEA (048)",15438,7098,4272,2112,1412,544
"Hombres (049)",5239,3583,1008,268,211,169
"Mujeres (050)",10199,3515,3264,1844,1201,375
