"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia CAJABAMBA (000)",40964,18467,308,359,19831,793,50,107,4,1045
"Hombres (001)",13302,9734,173,225,2091,409,41,60,4,565
"Mujeres (002)",27662,8733,135,134,17740,384,9,47,,480
"De 06 a 14 años (003)",16294,15014,,,700,240,,20,,320
"Hombres (004)",8238,7862,,,125,123,,12,,116
"Mujeres (005)",8056,7152,,,575,117,,8,,204
"De 15 a 29 años (006)",10298,3363,9,46,6557,,23,27,4,269
"Hombres (007)",2734,1844,5,26,682,,17,14,4,142
"Mujeres (008)",7564,1519,4,20,5875,,6,13,,127
"De 30 a 44 años (009)",5716,65,12,67,5375,,13,18,,166
"Hombres (010)",654,24,5,38,447,,12,10,,118
"Mujeres (011)",5062,41,7,29,4928,,1,8,,48
"De 45 a 64 años (012)",5005,20,95,103,4577,32,10,15,,153
"Hombres (013)",697,3,54,68,428,20,9,9,,106
"Mujeres (014)",4308,17,41,35,4149,12,1,6,,47
"De 65 y más años (015)",3651,5,192,143,2622,521,4,27,,137
"Hombres (016)",979,1,109,93,409,266,3,15,,83
"Mujeres (017)",2672,4,83,50,2213,255,1,12,,54
,,,,,,,,,,
"AREA URBANA (018)",9852,4997,202,137,4162,110,4,18,3,219
"Hombres (019)",3685,2538,116,69,782,49,3,12,3,113
"Mujeres (020)",6167,2459,86,68,3380,61,1,6,,106
"De 06 a 14 años (021)",3642,3477,,,110,10,,3,,42
"Hombres (022)",1861,1797,,,40,6,,1,,17
"Mujeres (023)",1781,1680,,,70,4,,2,,25
"De 15 a 29 años (024)",2853,1472,3,25,1285,,2,6,3,57
"Hombres (025)",1012,720,2,9,243,,2,4,3,29
"Mujeres (026)",1841,752,1,16,1042,,,2,,28
"De 30 a 44 años (027)",1216,39,6,23,1087,,1,5,,55
"Hombres (028)",229,18,4,10,160,,1,5,,31
"Mujeres (029)",987,21,2,13,927,,,,,24
"De 45 a 64 años (030)",1172,7,74,35,1021,4,,1,,30
"Hombres (031)",262,2,43,19,178,2,,,,18
"Mujeres (032)",910,5,31,16,843,2,,1,,12
"De 65 y más años (033)",969,2,119,54,659,96,1,3,,35
"Hombres (034)",321,1,67,31,161,41,,2,,18
"Mujeres (035)",648,1,52,23,498,55,1,1,,17
,,,,,,,,,,
"AREA RURAL (036)",31112,13470,106,222,15669,683,46,89,1,826
"Hombres (037)",9617,7196,57,156,1309,360,38,48,1,452
"Mujeres (038)",21495,6274,49,66,14360,323,8,41,,374
"De 06 a 14 años (039)",12652,11537,,,590,230,,17,,278
"Hombres (040)",6377,6065,,,85,117,,11,,99
"Mujeres (041)",6275,5472,,,505,113,,6,,179
"De 15 a 29 años (042)",7445,1891,6,21,5272,,21,21,1,212
"Hombres (043)",1722,1124,3,17,439,,15,10,1,113
"Mujeres (044)",5723,767,3,4,4833,,6,11,,99
"De 30 a 44 años (045)",4500,26,6,44,4288,,12,13,,111
"Hombres (046)",425,6,1,28,287,,11,5,,87
"Mujeres (047)",4075,20,5,16,4001,,1,8,,24
"De 45 a 64 años (048)",3833,13,21,68,3556,28,10,14,,123
"Hombres (049)",435,1,11,49,250,18,9,9,,88
"Mujeres (050)",3398,12,10,19,3306,10,1,5,,35
"De 65 y más años (051)",2682,3,73,89,1963,425,3,24,,102
"Hombres (052)",658,,42,62,248,225,3,13,,65
"Mujeres (053)",2024,3,31,27,1715,200,,11,,37
