"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia TACNA (000)",71207,66241,325,18988,20167,12126,9988,3405,1029,213,4966,171773
"De 12 a 14 años (001)",79,43,2,31,10,,,,,,36,51
"De 15 a 19 años (002)",1195,1021,14,901,85,14,7,,,,174,1141
"De 20 a 24 años (003)",6615,4939,46,3724,985,145,25,14,,,1676,6323
"De 25 a 29 años (004)",10006,8469,57,4672,2839,721,169,9,2,,1537,13287
"De 30 a 34 años (005)",10281,9628,33,3454,3982,1580,538,36,3,2,653,18697
"De 35 a 39 años (006)",9966,9612,32,2188,4009,2139,1092,141,9,2,354,22261
"De 40 a 44 años (007)",8385,8185,28,1381,2897,2126,1446,266,36,5,200,21802
"De 45 a 49 años (008)",6643,6550,26,901,2004,1671,1463,394,79,12,93,19531
"De 50 y más años (009)",18037,17794,87,1736,3356,3730,5248,2545,900,192,243,68680
"Sin nivel (010)",5775,5674,35,555,872,898,1742,1102,398,72,101,23875
"De 15 a 19 años (012)",6,6,,4,,1,1,,,,,11
"De 20 a 24 años (013)",48,33,,19,7,3,2,2,,,15,62
"De 25 a 29 años (014)",71,64,,20,20,16,6,1,1,,7,148
"De 30 a 34 años (015)",343,330,2,82,137,69,35,4,1,,13,741
"De 35 a 39 años (016)",426,416,2,69,134,99,86,23,3,,10,1184
"De 40 a 44 años (017)",468,456,,45,111,112,143,40,5,,12,1523
"De 45 a 49 años (018)",525,523,3,59,77,97,178,87,21,1,2,2037
"De 50 y más años (019)",3888,3846,28,257,386,501,1291,945,367,71,42,18169
"Educacion Inicial (020)",79,67,1,23,28,10,4,,1,,12,135
"De 12 a 14 años (021)",2,1,,1,,,,,,,1,1
