"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia JAEN (000)",1960,527,1433
"Sin nivel (001)",105,18,87
"Educación inicial (002)",4,,4
"Primaria (003)",731,152,579
"Secundaria (004)",747,243,504
"Superior no univ. incompleta (005)",67,25,42
"Superior no univ. completa (006)",151,45,106
"Superior univ. incompleta (007)",41,10,31
"Superior univ. completa (008)",114,34,80
"Hombres (010)",1439,316,1123
"Sin nivel (011)",79,12,67
"Educación inicial (012)",3,,3
"Primaria (013)",586,87,499
"Secundaria (014)",566,161,405
"Superior no univ. incompleta (015)",40,12,28
"Superior no univ. completa (016)",76,19,57
"Superior univ. incompleta (017)",21,6,15
"Superior univ. completa (018)",68,19,49
"Mujeres (020)",521,211,310
"Sin nivel (021)",26,6,20
"Educación inicial (022)",1,,1
"Primaria (023)",145,65,80
"Secundaria (024)",181,82,99
"Superior no univ. incompleta (025)",27,13,14
"Superior no univ. completa (026)",75,26,49
"Superior univ. incompleta (027)",20,4,16
"Superior univ. completa (028)",46,15,31
,,,
"AREA URBANA (030)",1326,375,951
"Sin nivel (031)",39,7,32
"Educación inicial (032)",4,,4
"Primaria (033)",365,77,288
"Secundaria (034)",571,188,383
"Superior no univ. incompleta (035)",60,21,39
"Superior no univ. completa (036)",136,39,97
"Superior univ. incompleta (037)",40,10,30
"Superior univ. completa (038)",111,33,78
"Hombres (040)",927,219,708
"Sin nivel (041)",25,4,21
"Educación inicial (042)",3,,3
"Primaria (043)",287,43,244
"Secundaria (044)",421,121,300
"Superior no univ. incompleta (045)",35,9,26
"Superior no univ. completa (046)",69,17,52
"Superior univ. incompleta (047)",20,6,14
"Superior univ. completa (048)",67,19,48
"Mujeres (050)",399,156,243
"Sin nivel (051)",14,3,11
"Educación inicial (052)",1,,1
"Primaria (053)",78,34,44
"Secundaria (054)",150,67,83
"Superior no univ. incompleta (055)",25,12,13
"Superior no univ. completa (056)",67,22,45
"Superior univ. incompleta (057)",20,4,16
"Superior univ. completa (058)",44,14,30
,,,
"AREA RURAL (060)",634,152,482
"Sin nivel (061)",66,11,55
"Primaria (063)",366,75,291
"Secundaria (064)",176,55,121
"Superior no univ. incompleta (065)",7,4,3
"Superior no univ. completa (066)",15,6,9
"Superior univ. incompleta (067)",1,,1
"Superior univ. completa (068)",3,1,2
"Hombres (070)",512,97,415
"Sin nivel (071)",54,8,46
"Primaria (073)",299,44,255
"Secundaria (074)",145,40,105
"Superior no univ. incompleta (075)",5,3,2
"Superior no univ. completa (076)",7,2,5
"Superior univ. incompleta (077)",1,,1
"Superior univ. completa (078)",1,,1
"Mujeres (080)",122,55,67
"Sin nivel (081)",12,3,9
"Primaria (083)",67,31,36
"Secundaria (084)",31,15,16
"Superior no univ. incompleta (085)",2,1,1
"Superior no univ. completa (086)",8,4,4
"Superior univ. completa (088)",2,1,1
