"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia PATAZ (000)",1214,63,636,316,152,47
"Sin nivel (001)",157,12,29,58,34,24
"Educación inicial (002)",1,,1,,,
"Primaria (003)",630,43,295,176,93,23
"Secundaria (004)",318,8,239,54,17,
"Superior no univ. incompleta (005)",39,,27,10,2,
"Superior no univ. completa (006)",38,,23,13,2,
"Superior univ. incompleta (007)",8,,7,1,,
"Superior univ. completa (008)",23,,15,4,4,
"Hombres (010)",1008,35,492,291,144,46
"Sin nivel (011)",127,6,22,46,30,23
"Educación inicial (012)",1,,1,,,
"Primaria (013)",519,23,212,170,91,23
"Secundaria (014)",272,6,198,52,16,
"Superior no univ. incompleta (015)",31,,20,9,2,
"Superior no univ. completa (016)",35,,23,10,2,
"Superior univ. incompleta (017)",7,,6,1,,
"Superior univ. completa (018)",16,,10,3,3,
"Mujeres (020)",206,28,144,25,8,1
"Sin nivel (021)",30,6,7,12,4,1
"Primaria (023)",111,20,83,6,2,
"Secundaria (024)",46,2,41,2,1,
"Superior no univ. incompleta (025)",8,,7,1,,
"Superior no univ. completa (026)",3,,,3,,
"Superior univ. incompleta (027)",1,,1,,,
"Superior univ. completa (028)",7,,5,1,1,
,,,,,,
"Area Urbana (030)",284,7,150,80,42,5
"Sin nivel (031)",18,,3,6,6,3
"Primaria (033)",85,4,23,35,21,2
"Secundaria (034)",104,3,75,17,9,
"Superior no univ. incompleta (035)",28,,19,7,2,
"Superior no univ. completa (036)",25,,12,11,2,
"Superior univ. incompleta (037)",4,,4,,,
"Superior univ. completa (038)",20,,14,4,2,
"Hombres (040)",233,7,116,67,38,5
"Sin nivel (041)",15,,3,4,5,3
"Primaria (043)",72,4,16,30,20,2
"Secundaria (044)",85,3,58,16,8,
"Superior no univ. incompleta (045)",23,,15,6,2,
"Superior no univ. completa (046)",22,,12,8,2,
"Superior univ. incompleta (047)",3,,3,,,
"Superior univ. completa (048)",13,,9,3,1,
"Mujeres (050)",51,,34,13,4,
"Sin nivel (051)",3,,,2,1,
"Primaria (053)",13,,7,5,1,
"Secundaria (054)",19,,17,1,1,
"Superior no univ. incompleta (055)",5,,4,1,,
"Superior no univ. completa (056)",3,,,3,,
"Superior univ. incompleta (057)",1,,1,,,
"Superior univ. completa (058)",7,,5,1,1,
,,,,,,
"Area Rural (060)",930,56,486,236,110,42
"Sin nivel (061)",139,12,26,52,28,21
"Educación inicial (062)",1,,1,,,
"Primaria (063)",545,39,272,141,72,21
"Secundaria (064)",214,5,164,37,8,
"Superior no univ. incompleta (065)",11,,8,3,,
"Superior no univ. completa (066)",13,,11,2,,
"Superior univ. incompleta (067)",4,,3,1,,
"Superior univ. completa (068)",3,,1,,2,
"Hombres (070)",775,28,376,224,106,41
"Sin nivel (071)",112,6,19,42,25,20
"Educación inicial (072)",1,,1,,,
"Primaria (073)",447,19,196,140,71,21
"Secundaria (074)",187,3,140,36,8,
"Superior no univ. incompleta (075)",8,,5,3,,
"Superior no univ. completa (076)",13,,11,2,,
"Superior univ. incompleta (077)",4,,3,1,,
"Superior univ. completa (078)",3,,1,,2,
"Mujeres (080)",155,28,110,12,4,1
"Sin nivel (081)",27,6,7,10,3,1
"Primaria (083)",98,20,76,1,1,
"Secundaria (084)",27,2,24,1,,
"Superior no univ. incompleta (085)",3,,3,,,
