"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia PAUCARTAMBO",,,,,,,
"Viviendas particulares (001)",11311,901,162,154,9657,262,175
"Ocupantes presentes (002)",45494,2971,692,617,39711,905,598
"Casa independiente",,,,,,,
"Viviendas particulares (004)",9714,671,110,139,8431,228,135
"Ocupantes presentes (005)",39364,2272,496,554,34785,810,447
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",2,,,1,1,,
"Ocupantes presentes (008)",3,,,1,2,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",20,16,,,2,,2
"Ocupantes presentes (011)",50,36,,,8,,6
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",308,184,,3,98,13,10
"Ocupantes presentes (014)",1050,549,,15,389,39,58
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",1243,26,52,11,1115,12,27
"Ocupantes presentes (017)",4954,96,196,47,4493,36,86
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",5,2,,,2,1,
"Ocupantes presentes (020)",13,9,,,3,1,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",14,2,,,5,6,1
"Ocupantes presentes (023)",53,9,,,27,16,1
"Otro tipo",,,,,,,
"Viviendas particulares (025)",5,,,,3,2,
"Ocupantes presentes (026)",7,,,,4,3,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",2178,578,16,40,1413,62,69
"Ocupantes presentes (029)",8163,1909,75,162,5561,202,254
"Casa independiente",,,,,,,
"Viviendas particulares (031)",1838,375,16,36,1307,47,57
"Ocupantes presentes (032)",7023,1311,75,146,5141,160,190
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",2,,,1,1,,
"Ocupantes presentes (035)",3,,,1,2,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",20,16,,,2,,2
"Ocupantes presentes (038)",50,36,,,8,,6
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",308,184,,3,98,13,10
"Ocupantes presentes (041)",1050,549,,15,389,39,58
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",5,2,,,2,1,
"Ocupantes presentes (047)",13,9,,,3,1,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",5,1,,,3,1,
"Ocupantes presentes (050)",24,4,,,18,2,
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",9133,323,146,114,8244,200,106
"Ocupantes presentes (056)",37331,1062,617,455,34150,703,344
"Casa independiente",,,,,,,
"Viviendas particulares (058)",7876,296,94,103,7124,181,78
"Ocupantes presentes (059)",32341,961,421,408,29644,650,257
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",1243,26,52,11,1115,12,27
"Ocupantes presentes (071)",4954,96,196,47,4493,36,86
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",9,1,,,2,5,1
"Ocupantes presentes (077)",29,5,,,9,14,1
"Otro tipo",,,,,,,
"Viviendas particulares (079)",5,,,,3,2,
"Ocupantes presentes (080)",7,,,,4,3,
