"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia ANTABAMBA (000)",6326,3250,62,73,2733,87,8,7,,106
"Hombres (001)",2603,1721,46,34,690,37,7,2,,66
"Mujeres (002)",3723,1529,16,39,2043,50,1,5,,40
"De 06 a 14 años (003)",2662,2567,,,54,14,,2,,25
"Hombres (004)",1389,1340,,,28,10,,1,,10
"Mujeres (005)",1273,1227,,,26,4,,1,,15
"De 15 a 29 años (006)",1280,659,,16,577,,4,1,,23
"Hombres (007)",523,368,,7,132,,3,,,13
"Mujeres (008)",757,291,,9,445,,1,1,,10
"De 30 a 44 años (009)",720,20,,13,662,,2,,,23
"Hombres (010)",182,10,,2,149,,2,,,19
"Mujeres (011)",538,10,,11,513,,,,,4
"De 45 a 64 años (012)",842,4,26,16,770,1,2,2,,21
"Hombres (013)",234,3,15,8,189,,2,,,17
"Mujeres (014)",608,1,11,8,581,1,,2,,4
"De 65 y más años (015)",822,,36,28,670,72,,2,,14
"Hombres (016)",275,,31,17,192,27,,1,,7
"Mujeres (017)",547,,5,11,478,45,,1,,7
,,,,,,,,,,
"AREA URBANA (018)",4737,2539,56,61,1920,64,5,7,,85
"Hombres (019)",2002,1322,41,28,520,28,4,2,,57
"Mujeres (020)",2735,1217,15,33,1400,36,1,5,,28
"De 06 a 14 años (021)",2006,1949,,,36,9,,2,,10
"Hombres (022)",1030,995,,,23,7,,1,,4
"Mujeres (023)",976,954,,,13,2,,1,,6
"De 15 a 29 años (024)",999,571,,15,386,,3,1,,23
"Hombres (025)",439,317,,6,101,,2,,,13
"Mujeres (026)",560,254,,9,285,,1,1,,10
"De 30 a 44 años (027)",533,15,,10,486,,2,,,20
"Hombres (028)",146,7,,2,118,,2,,,17
"Mujeres (029)",387,8,,8,368,,,,,3
"De 45 a 64 años (030)",610,4,23,12,547,1,,2,,21
"Hombres (031)",186,3,13,6,147,,,,,17
"Mujeres (032)",424,1,10,6,400,1,,2,,4
"De 65 y más años (033)",589,,33,24,465,54,,2,,11
"Hombres (034)",201,,28,14,131,21,,1,,6
"Mujeres (035)",388,,5,10,334,33,,1,,5
,,,,,,,,,,
"AREA RURAL (036)",1589,711,6,12,813,23,3,,,21
"Hombres (037)",601,399,5,6,170,9,3,,,9
"Mujeres (038)",988,312,1,6,643,14,,,,12
"De 06 a 14 años (039)",656,618,,,18,5,,,,15
"Hombres (040)",359,345,,,5,3,,,,6
"Mujeres (041)",297,273,,,13,2,,,,9
"De 15 a 29 años (042)",281,88,,1,191,,1,,,
"Hombres (043)",84,51,,1,31,,1,,,
"Mujeres (044)",197,37,,,160,,,,,
"De 30 a 44 años (045)",187,5,,3,176,,,,,3
"Hombres (046)",36,3,,,31,,,,,2
"Mujeres (047)",151,2,,3,145,,,,,1
"De 45 a 64 años (048)",232,,3,4,223,,2,,,
"Hombres (049)",48,,2,2,42,,2,,,
"Mujeres (050)",184,,1,2,181,,,,,
"De 65 y más años (051)",233,,3,4,205,18,,,,3
"Hombres (052)",74,,3,3,61,6,,,,1
"Mujeres (053)",159,,,1,144,12,,,,2
