"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia HUARI (000)",45691,7709,8350,7936,7131,5141,9424
"Católica (001)",39201,6690,7317,6827,6102,4311,7954
"Cristiana/Evangélica (002)",5955,965,927,957,926,778,1402
"Otra (003)",206,14,30,58,45,23,36
"Ninguna (004)",329,40,76,94,58,29,32
"Hombres (006)",23609,3923,4565,4428,3775,2614,4304
"Católica (007)",20402,3436,4056,3831,3256,2212,3611
"Cristiana/Evangélica (008)",2828,458,436,472,446,369,647
"Otra (009)",130,5,17,43,27,15,23
"Ninguna (010)",249,24,56,82,46,18,23
"Mujeres (012)",22082,3786,3785,3508,3356,2527,5120
"Católica (013)",18799,3254,3261,2996,2846,2099,4343
"Cristiana/Evangélica (014)",3127,507,491,485,480,409,755
"Otra (015)",76,9,13,15,18,8,13
"Ninguna (016)",80,16,20,12,12,11,9
,,,,,,,
"URBANA (018)",16519,2793,2986,2893,2751,1924,3172
"Católica (019)",14295,2441,2619,2552,2366,1615,2702
"Cristiana/Evangélica (020)",1976,329,306,285,336,281,439
"Otra (021)",88,5,15,20,19,12,17
"Ninguna (022)",160,18,46,36,30,16,14
"Hombres (024)",8279,1452,1582,1458,1345,969,1473
"Católica (025)",7223,1281,1404,1297,1173,821,1247
"Cristiana/Evangélica (026)",892,155,139,124,141,130,203
"Otra (027)",53,4,8,11,10,8,12
"Ninguna (028)",111,12,31,26,21,10,11
"Mujeres (030)",8240,1341,1404,1435,1406,955,1699
"Católica (031)",7072,1160,1215,1255,1193,794,1455
"Cristiana/Evangélica (032)",1084,174,167,161,195,151,236
"Otra (033)",35,1,7,9,9,4,5
"Ninguna (034)",49,6,15,10,9,6,3
,,,,,,,
"RURAL (036)",29172,4916,5364,5043,4380,3217,6252
"Católica (037)",24906,4249,4698,4275,3736,2696,5252
"Cristiana/Evangélica (038)",3979,636,621,672,590,497,963
"Otra (039)",118,9,15,38,26,11,19
"Ninguna (040)",169,22,30,58,28,13,18
"Hombres (042)",15330,2471,2983,2970,2430,1645,2831
"Católica (043)",13179,2155,2652,2534,2083,1391,2364
"Cristiana/Evangélica (044)",1936,303,297,348,305,239,444
"Otra (045)",77,1,9,32,17,7,11
"Ninguna (046)",138,12,25,56,25,8,12
"Mujeres (048)",13842,2445,2381,2073,1950,1572,3421
"Católica (049)",11727,2094,2046,1741,1653,1305,2888
"Cristiana/Evangélica (050)",2043,333,324,324,285,258,519
"Otra (051)",41,8,6,6,9,4,8
"Ninguna (052)",31,10,5,2,3,5,6
