"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CHICLAYO (000)",757452,116972,171650,49501,422195
"Menos de 1 año (001)",13003,5488,2424,570,4546
"De 1 a 14 años (002)",203345,64137,42472,11879,85534
"De 15 a 29 años (003)",208139,23115,26014,12488,147015
"De 30 a 44 años (004)",158368,14091,35799,10493,98875
"De 45 a 64 años (005)",123759,7469,41407,10000,65516
"De 65 y mas años (006)",50838,2672,23534,4071,20709
"Hombres (008)",365468,52411,80673,26311,207674
"Menos de 1 año (009)",6627,2820,1198,289,2331
"De 1 a 14 años (010)",102868,32745,21288,6050,43115
"De 15 a 29 años (011)",100082,8315,11898,6823,73302
"De 30 a 44 años (012)",73230,4423,15582,5445,48276
"De 45 a 64 años (013)",58069,2918,18686,5520,31365
"De 65 y mas años (014)",24592,1190,12021,2184,9285
"Mujeres (016)",391984,64561,90977,23190,214521
"Menos de 1 año (017)",6376,2668,1226,281,2215
"De 1 a 14 años (018)",100477,31392,21184,5829,42419
"De 15 a 29 años (019)",108057,14800,14116,5665,73713
"De 30 a 44 años (020)",85138,9668,20217,5048,50599
"De 45 a 64 años (021)",65690,4551,22721,4480,34151
"De 65 y mas años (022)",26246,1482,11513,1887,11424
,,,,,
"URBANA (024)",708279,104687,164830,48236,393354
"Menos de 1 año (025)",12139,4932,2355,559,4318
"De 1 a 14 años (026)",188484,56908,40992,11515,79735
"De 15 a 29 años (027)",195079,20828,25115,12199,137424
"De 30 a 44 años (028)",148557,12672,34609,10258,91896
"De 45 a 64 años (029)",116548,6863,39640,9741,60929
"De 65 y mas años (030)",47472,2484,22119,3964,19052
"Hombres (032)",340307,46738,77131,25612,192399
"Menos de 1 año (033)",6162,2521,1163,280,2209
"De 1 a 14 años (034)",95219,28976,20528,5885,40153
"De 15 a 29 años (035)",93346,7471,11453,6656,68017
"De 30 a 44 años (036)",68438,3986,15011,5310,44618
"De 45 a 64 años (037)",54374,2680,17783,5364,28961
"De 65 y mas años (038)",22768,1104,11193,2117,8441
"Mujeres (040)",367972,57949,87699,22624,200955
"Menos de 1 año (041)",5977,2411,1192,279,2109
"De 1 a 14 años (042)",93265,27932,20464,5630,39582
"De 15 a 29 años (043)",101733,13357,13662,5543,69407
"De 30 a 44 años (044)",80119,8686,19598,4948,47278
"De 45 a 64 años (045)",62174,4183,21857,4377,31968
"De 65 y mas años (046)",24704,1380,10926,1847,10611
,,,,,
"RURAL (048)",49173,12285,6820,1265,28841
"Menos de 1 año (049)",864,556,69,11,228
"De 1 a 14 años (050)",14861,7229,1480,364,5799
"De 15 a 29 años (051)",13060,2287,899,289,9591
"De 30 a 44 años (052)",9811,1419,1190,235,6979
"De 45 a 64 años (053)",7211,606,1767,259,4587
"De 65 y mas años (054)",3366,188,1415,107,1657
"Hombres (056)",25161,5673,3542,699,15275
"Menos de 1 año (057)",465,299,35,9,122
"De 1 a 14 años (058)",7649,3769,760,165,2962
"De 15 a 29 años (059)",6736,844,445,167,5285
"De 30 a 44 años (060)",4792,437,571,135,3658
"De 45 a 64 años (061)",3695,238,903,156,2404
"De 65 y mas años (062)",1824,86,828,67,844
"Mujeres (064)",24012,6612,3278,566,13566
"Menos de 1 año (065)",399,257,34,2,106
"De 1 a 14 años (066)",7212,3460,720,199,2837
"De 15 a 29 años (067)",6324,1443,454,122,4306
"De 30 a 44 años (068)",5019,982,619,100,3321
"De 45 a 64 años (069)",3516,368,864,103,2183
"De 65 y mas años (070)",1542,102,587,40,813
