"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia JORGE BASADRE (000)",8962,1218,2827,2548,1892,477
"Hombres (001)",5457,620,1758,1568,1244,267
"Mujeres (002)",3505,598,1069,980,648,210
"PEA (003)",5718,32,1751,2078,1579,278
"Hombres (004)",4125,16,1198,1514,1188,209
"Mujeres (005)",1593,16,553,564,391,69
"Ocupada (006)",5571,32,1679,2025,1560,275
"Hombres (007)",4053,16,1163,1490,1177,207
"Mujeres (008)",1518,16,516,535,383,68
"Desocupada (009)",147,,72,53,19,3
"Hombres (010)",72,,35,24,11,2
"Mujeres (011)",75,,37,29,8,1
"No PEA (012)",3244,1186,1076,470,313,199
"Hombres (013)",1332,604,560,54,56,58
"Mujeres (014)",1912,582,516,416,257,141
,,,,,,
"URBANA (018)",5669,741,1891,1649,1199,189
"Hombres (019)",3557,375,1220,1035,823,104
"Mujeres (020)",2112,366,671,614,376,85
"PEA (021)",3455,7,1072,1306,975,95
"Hombres (022)",2601,5,745,991,781,79
"Mujeres (023)",854,2,327,315,194,16
"Ocupada (024)",3363,7,1029,1272,961,94
"Hombres (025)",2552,5,720,975,773,79
"Mujeres (026)",811,2,309,297,188,15
"Desocupada (027)",92,,43,34,14,1
"Hombres (028)",49,,25,16,8,
"Mujeres (029)",43,,18,18,6,1
"No PEA (030)",2214,734,819,343,224,94
"Hombres (031)",956,370,475,44,42,25
"Mujeres (032)",1258,364,344,299,182,69
,,,,,,
"RURAL (036)",3293,477,936,899,693,288
"Hombres (037)",1900,245,538,533,421,163
"Mujeres (038)",1393,232,398,366,272,125
"PEA (039)",2263,25,679,772,604,183
"Hombres (040)",1524,11,453,523,407,130
"Mujeres (041)",739,14,226,249,197,53
"Ocupada (042)",2208,25,650,753,599,181
"Hombres (043)",1501,11,443,515,404,128
"Mujeres (044)",707,14,207,238,195,53
"Desocupada (045)",55,,29,19,5,2
"Hombres (046)",23,,10,8,3,2
"Mujeres (047)",32,,19,11,2,
"No PEA (048)",1030,452,257,127,89,105
"Hombres (049)",376,234,85,10,14,33
"Mujeres (050)",654,218,172,117,75,72
