"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia TUMBES (000)",61560,52309,9251
"De 3 a 5 años (001)",8875,1114,7761
"De 6 a 11 años (002)",16107,14940,1167
"De 12 a 16 años (003)",14351,14235,116
"De 17 a 24 años (004)",22227,22020,207
"Hombres (005)",31620,26816,4804
"De 3 a 5 años (006)",4535,556,3979
"De 6 a 11 años (007)",8193,7562,631
"De 12 a 16 años (008)",7272,7208,64
"De 17 a 24 años (009)",11620,11490,130
"Mujeres (010)",29940,25493,4447
"De 3 a 5 años (011)",4340,558,3782
"De 6 a 11 años (012)",7914,7378,536
"De 12 a 16 años (013)",7079,7027,52
"De 17 a 24 años (014)",10607,10530,77
,,,
"URBANA (015)",56850,48325,8525
"De 3 a 5 años (016)",8250,1050,7200
"De 6 a 11 años (017)",14933,13900,1033
"De 12 a 16 años (018)",13174,13070,104
"De 17 a 24 años (019)",20493,20305,188
"Hombres (020)",29226,24804,4422
"De 3 a 5 años (021)",4206,520,3686
"De 6 a 11 años (022)",7612,7050,562
"De 12 a 16 años (023)",6694,6637,57
"De 17 a 24 años (024)",10714,10597,117
"Mujeres (025)",27624,23521,4103
"De 3 a 5 años (026)",4044,530,3514
"De 6 a 11 años (027)",7321,6850,471
"De 12 a 16 años (028)",6480,6433,47
"De 17 a 24 años (029)",9779,9708,71
,,,
"RURAL (030)",4710,3984,726
"De 3 a 5 años (031)",625,64,561
"De 6 a 11 años (032)",1174,1040,134
"De 12 a 16 años (033)",1177,1165,12
"De 17 a 24 años (034)",1734,1715,19
"Hombres (035)",2394,2012,382
"De 3 a 5 años (036)",329,36,293
"De 6 a 11 años (037)",581,512,69
"De 12 a 16 años (038)",578,571,7
"De 17 a 24 años (039)",906,893,13
"Mujeres (040)",2316,1972,344
"De 3 a 5 años (041)",296,28,268
"De 6 a 11 años (042)",593,528,65
"De 12 a 16 años (043)",599,594,5
"De 17 a 24 años (044)",828,822,6
