"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia JULCAN (000)",30470,16276,588,308,13311
"Quechua (001)",7,3,,1,3
"Aymara (002)",3,2,,1,
"Asháninka (003)",2,2,,,
"Otra lengua nativa (004)",2,1,,,1
"Castellano (005)",30431,16257,587,306,13294
"Es Sordomudo/a (007)",25,11,1,,13
"Hombres (009)",15260,7605,286,139,7237
"Quechua (010)",5,3,,1,1
"Aymara (011)",2,1,,1,
"Asháninka (012)",2,2,,,
"Otra lengua nativa (013)",2,1,,,1
"Castellano (014)",15237,7595,285,137,7227
"Es Sordomudo/a (016)",12,3,1,,8
"Mujeres (018)",15210,8671,302,169,6074
"Quechua (019)",2,,,,2
"Aymara (020)",1,1,,,
"Castellano (023)",15194,8662,302,169,6067
"Es Sordomudo/a (025)",13,8,,,5
,,,,,
"URBANA (027)",4571,1957,322,66,2227
"Quechua (028)",3,,,1,2
"Aymara (029)",1,1,,,
"Asháninka (030)",1,1,,,
"Otra lengua nativa (031)",2,1,,,1
"Castellano (032)",4558,1953,321,65,2220
"Es Sordomudo/a (034)",6,1,1,,4
"Hombres (036)",2212,886,161,43,1123
"Quechua (037)",2,,,1,1
"Aymara (038)",1,1,,,
"Asháninka (039)",1,1,,,
"Otra lengua nativa (040)",2,1,,,1
"Castellano (041)",2203,883,160,42,1119
"Es Sordomudo/a (043)",3,,1,,2
"Mujeres (045)",2359,1071,161,23,1104
"Quechua (046)",1,,,,1
"Castellano (050)",2355,1070,161,23,1101
"Es Sordomudo/a (052)",3,1,,,2
,,,,,
"RURAL (054)",25899,14319,266,242,11084
"Quechua (055)",4,3,,,1
"Aymara (056)",2,1,,1,
"Asháninka (057)",1,1,,,
"Castellano (059)",25873,14304,266,241,11074
"Es Sordomudo/a (061)",19,10,,,9
"Hombres (063)",13048,6719,125,96,6114
"Quechua (064)",3,3,,,
"Aymara (065)",1,,,1,
"Asháninka (066)",1,1,,,
"Castellano (068)",13034,6712,125,95,6108
"Es Sordomudo/a (070)",9,3,,,6
"Mujeres (072)",12851,7600,141,146,4970
"Quechua (073)",1,,,,1
"Aymara (074)",1,1,,,
"Castellano (077)",12839,7592,141,146,4966
"Es Sordomudo/a (079)",10,7,,,3
