"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CHINCHA (000)",75318,908,51,12324,35397,6056,10878,3008,6696
"Empleado (001)",18566,41,2,668,4602,1758,5764,1311,4420
"Obrero (002)",27691,255,33,4597,16799,2144,2510,665,688
"Trabajador independiente (003)",24108,463,8,5602,11764,1814,2234,866,1357
"Empleador o patrono (004)",1023,13,,164,407,93,146,68,132
"Trabajador familiar no remunerado (005)",2317,96,5,802,991,148,139,68,68
"Trabajador del hogar (006)",1613,40,3,491,834,99,85,30,31
"Hombres (008)",48861,338,35,7062,25167,3949,6317,2026,3967
"Empleado (009)",10795,18,1,414,3271,1083,2848,798,2362
"Obrero (010)",20066,150,25,3099,12496,1504,1803,491,498
"Trabajador independiente (011)",16236,142,5,3136,8587,1235,1505,647,979
"Empleador o patrono (012)",737,4,,101,299,73,111,53,96
"Trabajador familiar no remunerado (013)",859,19,3,277,412,45,42,31,30
"Trabajador del hogar (014)",168,5,1,35,102,9,8,6,2
"Mujeres (016)",26457,570,16,5262,10230,2107,4561,982,2729
"Empleado (017)",7771,23,1,254,1331,675,2916,513,2058
"Obrero (018)",7625,105,8,1498,4303,640,707,174,190
"Trabajador independiente (019)",7872,321,3,2466,3177,579,729,219,378
"Empleador o patrono (020)",286,9,,63,108,20,35,15,36
"Trabajador familiar no remunerado (021)",1458,77,2,525,579,103,97,37,38
"Trabajador del hogar (022)",1445,35,2,456,732,90,77,24,29
,,,,,,,,,
"URBANA (024)",67495,606,47,10025,31487,5684,10284,2909,6453
"Empleado (025)",17795,39,2,615,4351,1678,5530,1278,4302
"Obrero (026)",23580,179,29,3473,14396,1955,2286,637,625
"Trabajador independiente (027)",21861,317,8,4759,10776,1733,2122,838,1308
"Empleador o patrono (028)",937,9,,140,371,88,140,65,124
"Trabajador familiar no remunerado (029)",1803,26,5,583,807,131,125,62,64
"Trabajador del hogar (030)",1519,36,3,455,786,99,81,29,30
"Hombres (032)",43318,251,31,5581,22133,3672,5895,1953,3802
"Empleado (033)",10262,17,1,376,3068,1030,2702,777,2291
"Obrero (034)",16959,105,21,2327,10599,1355,1635,467,450
"Trabajador independiente (035)",14601,113,5,2549,7784,1170,1410,626,944
"Empleador o patrono (036)",673,4,,84,271,69,106,50,89
"Trabajador familiar no remunerado (037)",671,9,3,215,318,39,34,27,26
"Trabajador del hogar (038)",152,3,1,30,93,9,8,6,2
"Mujeres (040)",24177,355,16,4444,9354,2012,4389,956,2651
"Empleado (041)",7533,22,1,239,1283,648,2828,501,2011
"Obrero (042)",6621,74,8,1146,3797,600,651,170,175
"Trabajador independiente (043)",7260,204,3,2210,2992,563,712,212,364
"Empleador o patrono (044)",264,5,,56,100,19,34,15,35
"Trabajador familiar no remunerado (045)",1132,17,2,368,489,92,91,35,38
"Trabajador del hogar (046)",1367,33,2,425,693,90,73,23,28
,,,,,,,,,
"RURAL (048)",7823,302,4,2299,3910,372,594,99,243
"Empleado (049)",771,2,,53,251,80,234,33,118
"Obrero (050)",4111,76,4,1124,2403,189,224,28,63
"Trabajador independiente (051)",2247,146,,843,988,81,112,28,49
"Empleador o patrono (052)",86,4,,24,36,5,6,3,8
"Trabajador familiar no remunerado (053)",514,70,,219,184,17,14,6,4
"Trabajador del hogar (054)",94,4,,36,48,,4,1,1
"Hombres (056)",5543,87,4,1481,3034,277,422,73,165
"Empleado (057)",533,1,,38,203,53,146,21,71
"Obrero (058)",3107,45,4,772,1897,149,168,24,48
"Trabajador independiente (059)",1635,29,,587,803,65,95,21,35
"Empleador o patrono (060)",64,,,17,28,4,5,3,7
"Trabajador familiar no remunerado (061)",188,10,,62,94,6,8,4,4
"Trabajador del hogar (062)",16,2,,5,9,,,,
"Mujeres (064)",2280,215,,818,876,95,172,26,78
"Empleado (065)",238,1,,15,48,27,88,12,47
"Obrero (066)",1004,31,,352,506,40,56,4,15
"Trabajador independiente (067)",612,117,,256,185,16,17,7,14
"Empleador o patrono (068)",22,4,,7,8,1,1,,1
"Trabajador familiar no remunerado (069)",326,60,,157,90,11,6,2,
"Trabajador del hogar (070)",78,2,,31,39,,4,1,1
