"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia ANGARAES (000)",19003,60979,51003,,1137,83.6,1.9
"De 12 a 14 años (001)",2280,19,19,,1,100,5.3
"De 15 a 19 años (002)",2690,408,404,122,99,29.9,
"De 20 a 24 años (003)",2123,2247,2163,291,96.3,13,
"De 25 a 29 años (004)",1857,4055,3862,253,95.2,6.2,
"De 30 a 34 años (005)",1676,5719,5279,184,92.3,3.2,
"De 35 a 39 años (006)",1422,6317,5736,139,90.8,2.2,
"De 40 a 44 años (007)",1405,7915,6959,112,87.9,1.4,
"De 45 a 49 años (008)",1196,7572,6350,34,83.9,0.4,
"De 50 y más años (009)",4354,26727,20231,1,75.7,,
"PEA (010)",3230,10095,8739,152,86.6,1.5,
"De 12 a 14 años (011)",70,2,2,,100,,
"De 15 a 19 años (012)",270,61,60,15,98.4,24.6,
"De 20 a 24 años (013)",368,305,299,35,98,11.5,
"De 25 a 29 años (014)",398,582,559,24,96,4.1,
"De 30 a 34 años (015)",426,985,940,31,95.4,3.1,
"De 35 a 39 años (016)",350,1155,1078,29,93.3,2.5,
"De 40 a 44 años (017)",314,1421,1284,15,90.4,1.1,
"De 45 a 49 años (018)",261,1414,1219,3,86.2,0.2,
"De 50 y más años (019)",773,4170,3298,,79.1,,
"Ocupada (020)",3016,9733,8399,146,86.3,1.5,
"De 12 a 14 años (021)",65,2,2,,100,,
"De 15 a 19 años (022)",227,58,57,14,98.3,24.1,
"De 20 a 24 años (023)",318,280,275,34,98.2,12.1,
"De 25 a 29 años (024)",368,554,531,23,95.8,4.2,
"De 30 a 34 años (025)",396,908,870,29,95.8,3.2,
"De 35 a 39 años (026)",339,1130,1054,29,93.3,2.6,
"De 40 a 44 años (027)",293,1327,1200,14,90.4,1.1,
"De 45 a 49 años (028)",250,1363,1168,3,85.7,0.2,
"De 50 y más años (029)",760,4111,3242,,78.9,,
"Desocupada (030)",214,362,340,6,93.9,1.7,
"De 12 a 14 años (031)",5,,,,,,
"De 15 a 19 años (032)",43,3,3,1,100,33.3,
"De 20 a 24 años (033)",50,25,24,1,96,4,
"De 25 a 29 años (034)",30,28,28,1,100,3.6,
"De 30 a 34 años (035)",30,77,70,2,90.9,2.6,
"De 35 a 39 años (036)",11,25,24,,96,,
